protocol,n,k,offset,repeat_id,replay_count,recovery_material_bytes,logical_bytes_read,auth_records_verified,recovery_time_ns,recovery_time_us,recovery_time_ms,target_seq,reconstructed_mem,reconstructed_hash,target_state_match,checkpoint_auth_ok,record_auth_ok,chain_continuity_ok,payload_hash_ok,stored_mem_ok,recovery_valid,failure_reason,records_scanned,records_replayed,physical_bytes_read,logical_bytes_replayed,seek_offset,git_commit
gmcp_r,1000,500,499,27,499,215353,215353,500,4621041,4621.041,4.621041,999,1de1434d6b4d81f58eb064bc0dba3fde1a409728e486e3ecb886e86e8e4f8e22,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,27,999,520454,520454,999,10655792,10655.792,10.655792,999,,ccfdeb8ccb9b5b660fd1b2b14b0d47512898b1996a0cec896267f9fb723d854d,True,True,True,True,True,True,True,,999,999,520454,520454,0,f3b7fe9
gmcp_r,1000,500,1,28,1,714,714,2,264209,264.209,0.264209,501,bff025dba12f4dd123a114681afc2442a47848212ebd0ea6a903cd6a7af56f8a,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,28,501,260900,260900,501,5683291,5683.291,5.683291,501,,345ae932f4e47bf54aea8f3015194dadc497b1045d9fbf07bea5f997e74da217,True,True,True,True,True,True,True,,501,501,260900,260900,0,f3b7fe9
gmcp_r,1000,500,250,28,250,108033,108033,251,2584667,2584.667,2.584667,750,1f6823c653d0fb46b3a1901935411e2d1ae97a189ed0c34ad54d1ca1c69c70a3,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,28,750,390661,390661,750,7300500,7300.5,7.3005,750,,3fa11c37642393c82c2c4e0b0d3e5ffa0985468e3fd36401ec54e039f085e604,True,True,True,True,True,True,True,,750,750,390661,390661,0,f3b7fe9
gmcp_r,1000,500,499,28,499,215352,215352,500,5328583,5328.583,5.328583,999,f131bc999832bc3a82463fec4be454d10e96c39ed749da98b37ef4429ffaa50e,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,28,999,520436,520436,999,10560916,10560.916,10.560916,999,,fae5d4075c51cc4907081feb72aea16ec3acea25c0cafecdce7c807dccf3620b,True,True,True,True,True,True,True,,999,999,520436,520436,0,f3b7fe9
gmcp_r,1000,500,1,29,1,714,714,2,314583,314.583,0.314583,501,a328faf6376e0bac304d89fa9100aa9759c90f3932a41fa18a8f3f38347f6a98,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,29,501,260913,260913,501,5619917,5619.917,5.619917,501,,7323f40eb5aca1dee30c81834a88d1e6b08daec62cffce930e60b8583331c8eb,True,True,True,True,True,True,True,,501,501,260913,260913,0,f3b7fe9
gmcp_r,1000,500,250,29,250,108033,108033,251,2296334,2296.334,2.296334,750,7fb84c9a0f96e9a3ff4255dff39b66faa755f4b34702eb5f18d5218db02436ba,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,29,750,390684,390684,750,7973208,7973.208,7.973208,750,,98268126ab4532b66a377c5cba3e064d5411923b90b7ec29b304702a2ea18865,True,True,True,True,True,True,True,,750,750,390684,390684,0,f3b7fe9
gmcp_r,1000,500,499,29,499,215352,215352,500,4756958,4756.958,4.756958,999,45efd689cd455b701692ed05927807098ba938d5488418a1ce81c58fb00e9af8,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,29,999,520464,520464,999,10503542,10503.542,10.503542,999,,cbc09fb9bd79a3b896f7e1701813a350ce20772eaf0c2d4c5b5e9e70d5367f18,True,True,True,True,True,True,True,,999,999,520464,520464,0,f3b7fe9
gmcp_r,1000,500,1,30,1,715,715,2,384000,384.0,0.384,501,39e2fea5d0dad0780f50054f82f3bcbf4aa16b18ebd77f2050241b39be6d3b71,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,30,501,260919,260919,501,5689833,5689.833,5.689833,501,,fb29a313339469d2aaf77c973380c5acc9860fa5104af376c2abb587162584cb,True,True,True,True,True,True,True,,501,501,260919,260919,0,f3b7fe9
gmcp_r,1000,500,250,30,250,108034,108034,251,2309833,2309.833,2.309833,750,03218adbb1efdb43498b10aacf73774b09651abf536af88f3f34340348631b3f,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,30,750,390680,390680,750,8804334,8804.334,8.804334,750,,e791abb96ebb514bb3f8c5bbaef416ef90a02128c2ae1bcac0871484d1d0df9c,True,True,True,True,True,True,True,,750,750,390680,390680,0,f3b7fe9
gmcp_r,1000,500,499,30,499,215353,215353,500,5133250,5133.25,5.13325,999,ad68b5211d3551bf27e03ed50440b1721e05aa27bc311920c690b6b1f5385e2c,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,30,999,520457,520457,999,10188958,10188.958,10.188958,999,,b0237298d9eee8d4e4ea03d9e6e84dcd7f33645dd2b72b647124f1c561e01fce,True,True,True,True,True,True,True,,999,999,520457,520457,0,f3b7fe9
gmcp_r,10000,10,1,1,1,717,717,2,282334,282.334,0.282334,9991,d6b47013f5f7dbd7d42c4467d9616a03065bee48d7ca848a7e89fffa97142a20,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,1,9991,5204958,5204958,9991,102437000,102437.0,102.437,9991,,70fa7f1cc6f126c9ae15ef131e1c94de3b8c4807a365c631534654ccaf103bcf,True,True,True,True,True,True,True,,9991,9991,5204958,5204958,0,f3b7fe9
gmcp_r,10000,10,5,1,5,2441,2441,6,282875,282.875,0.282875,9995,c71354a02940589197f6055c04f8cede8ab26998db87edb0ea8ef48ddacdaade,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,1,9995,5207042,5207042,9995,100714541,100714.541,100.714541,9995,,05dfd193ad78f48747fe9bc06c423c4b8e00e617197cc2d286fc1f5fef8ad725,True,True,True,True,True,True,True,,9995,9995,5207042,5207042,0,f3b7fe9
gmcp_r,10000,10,9,1,9,4165,4165,10,275166,275.166,0.275166,9999,b074f79267d135734ac50cbed4bce069481a3b50bf7108ff9fc51d061a93f37c,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,1,9999,5209127,5209127,9999,98553750,98553.75,98.55375,9999,,b0a9126a7139362ab8b6f236b0f264fe3d3992b95172085093c7a2629ecded2a,True,True,True,True,True,True,True,,9999,9999,5209127,5209127,0,f3b7fe9
gmcp_r,10000,10,1,2,1,718,718,2,153917,153.917,0.153917,9991,fef652b3533e21419cccb3185520827bf5a0759bb4a4c26b4e923f74e8d4ee10,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,2,9991,5204923,5204923,9991,102933625,102933.625,102.933625,9991,,a559e9df2655b4a1d4d8f45aad4b017c0878d3f44a74c5960dc711da99a9ace0,True,True,True,True,True,True,True,,9991,9991,5204923,5204923,0,f3b7fe9
gmcp_r,10000,10,5,2,5,2442,2442,6,219500,219.5,0.2195,9995,60a430914310d5cbed655b8a4c0fc0e1e2bad09a3d377c038589d8f859578260,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,2,9995,5207008,5207008,9995,99827584,99827.584,99.827584,9995,,98f9632cf14f36572986b8bd0a0bbd3aa14d21227e1f35a6ae6d521743bc0140,True,True,True,True,True,True,True,,9995,9995,5207008,5207008,0,f3b7fe9
gmcp_r,10000,10,9,2,9,4166,4166,10,285500,285.5,0.2855,9999,5d67c6062542d78a883366465fe81aeed3f20090862ef0b27fbd19a4f8bdaa6d,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,2,9999,5209092,5209092,9999,103636750,103636.75,103.63675,9999,,c8b0b223274990e8e12d4b6bd60fd0ee0bed6d6e734592b04959ea1629a279a5,True,True,True,True,True,True,True,,9999,9999,5209092,5209092,0,f3b7fe9
gmcp_r,10000,10,1,3,1,718,718,2,150708,150.708,0.150708,9991,c68fe25ec0d56bf26a1a9a5d71c66c077aeb80d906a1db31c031f4370c19b6e2,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,3,9991,5204894,5204894,9991,98951375,98951.375,98.951375,9991,,309ea8f3c703a08694b14da3c13acec58bfc296334178dc3123edee9ff9f9e99,True,True,True,True,True,True,True,,9991,9991,5204894,5204894,0,f3b7fe9
gmcp_r,10000,10,5,3,5,2442,2442,6,286291,286.291,0.286291,9995,d804d2224dd784213168281af1772e1a50945834f038eea706fdbf0acdd788fb,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,3,9995,5206979,5206979,9995,97950375,97950.375,97.950375,9995,,8fa5be269a911a66e0ababbb484b0aef9f85051351ca7d284902027fc1836d2b,True,True,True,True,True,True,True,,9995,9995,5206979,5206979,0,f3b7fe9
gmcp_r,10000,10,9,3,9,4166,4166,10,287459,287.459,0.287459,9999,98b2ef0259a0b3fdc0220f4adf82986bbb3c3cfeadd8001e1c9f8ecfa9ee87cd,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,3,9999,5209065,5209065,9999,101615000,101615.0,101.615,9999,,f92256854c6ea62140ac59f09cb3ecbcc4bc3c4269bf091325420572078fefdd,True,True,True,True,True,True,True,,9999,9999,5209065,5209065,0,f3b7fe9
gmcp_r,10000,10,1,4,1,717,717,2,157208,157.208,0.157208,9991,8f8722cd12b460e3ca4be4c9acbf4404b6d6ba68046dc2e59ebf0bfc595460da,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,4,9991,5204983,5204983,9991,104594167,104594.167,104.594167,9991,,6418c3c5223a8491e529ce7c4a8eaf827e8a82e3715cf67af8a6e97c3a4fe69f,True,True,True,True,True,True,True,,9991,9991,5204983,5204983,0,f3b7fe9
gmcp_r,10000,10,5,4,5,2441,2441,6,312125,312.125,0.312125,9995,c281bd8aee0e2a45d98e08389156baff34ec45ee5dd869cbc7facb5d0c02b1f2,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,4,9995,5207068,5207068,9995,101221375,101221.375,101.221375,9995,,46a4187d77386a52d28b2e360a4265bab810aa10d9f78ea7d10a4c6ee04a2c18,True,True,True,True,True,True,True,,9995,9995,5207068,5207068,0,f3b7fe9
gmcp_r,10000,10,9,4,9,4165,4165,10,267542,267.542,0.267542,9999,7602552fe3f91585ec7c561b669f6ff4588e5bf851c8a9b15168069e5d919b27,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,4,9999,5209153,5209153,9999,101676250,101676.25,101.67625,9999,,5bf6730cd7c05a7cddf6b0d929d62e8e0dabf4d916b894f9e3252da15d9cdf8a,True,True,True,True,True,True,True,,9999,9999,5209153,5209153,0,f3b7fe9
gmcp_r,10000,10,1,5,1,718,718,2,128500,128.5,0.1285,9991,5da5a9241402f21a866acf48e80e3e50d09917adbb3bb6cf0be1e6ad67956755,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,5,9991,5204987,5204987,9991,100177250,100177.25,100.17725,9991,,96c5927b58368c930baef9ba4e5e17db54fd7a379a3eb0ede4bda442ac044329,True,True,True,True,True,True,True,,9991,9991,5204987,5204987,0,f3b7fe9
gmcp_r,10000,10,5,5,5,2442,2442,6,342208,342.208,0.342208,9995,d040083dccb083969f3d5ca2d1e270b9ab15abb61f50811461e1e27897581e4d,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,5,9995,5207071,5207071,9995,107439875,107439.875,107.439875,9995,,6b71c7c303a468a57dae6f0b0b98699f63cdf73702a4554fcea342807982dd4a,True,True,True,True,True,True,True,,9995,9995,5207071,5207071,0,f3b7fe9
gmcp_r,10000,10,9,5,9,4166,4166,10,299459,299.459,0.299459,9999,c410c2b7fe55b7aad13af07cdf4c3c0c2f9af1c97f15d12ae5d5f9f508877239,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,5,9999,5209157,5209157,9999,109788333,109788.333,109.788333,9999,,51a899143cd1afb41a27b0ef6f7f6be973a021fd3df4ce6da799f7b14a2ef911,True,True,True,True,True,True,True,,9999,9999,5209157,5209157,0,f3b7fe9
gmcp_r,10000,10,1,6,1,716,716,2,184833,184.833,0.184833,9991,6a9eadd28a537907c2fa0b1daa45b03c528f818a8ebaa2a8370b99c61fe74d0d,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,6,9991,5204966,5204966,9991,105871291,105871.291,105.871291,9991,,61cbc472d7d94410e9c62ff75a5fcfe43c3290fc1f72a844f6b5059caf938857,True,True,True,True,True,True,True,,9991,9991,5204966,5204966,0,f3b7fe9
gmcp_r,10000,10,5,6,5,2440,2440,6,232709,232.709,0.232709,9995,36d5261dff6821117a40bbd8e501af00a7069b2b7267519ac1310af4e8e43842,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,6,9995,5207051,5207051,9995,105129792,105129.792,105.129792,9995,,eea06bc1d112c36ea06e064c6fd4738f049737d7d34d698d9ad1d74937331349,True,True,True,True,True,True,True,,9995,9995,5207051,5207051,0,f3b7fe9
gmcp_r,10000,10,9,6,9,4164,4164,10,376000,376.0,0.376,9999,14544eebb7b1ace93083e139c4ec3a81f7b9373c5aa648fe9fc52c2313d33074,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,6,9999,5209138,5209138,9999,113446709,113446.709,113.446709,9999,,df1d2b30505043b4aa23c00c34b7ae282e64e5d2409ce1bb92b266b363db4b08,True,True,True,True,True,True,True,,9999,9999,5209138,5209138,0,f3b7fe9
gmcp_r,10000,10,1,7,1,717,717,2,135542,135.542,0.135542,9991,3ff7a1b9a129f1658bf4ae009341130a46e6d0ed0830f7988b22325ea582b092,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,7,9991,5204982,5204982,9991,100494209,100494.209,100.494209,9991,,88beabdd19890b370a96043caba94af2f4db9d7925c1f780177d37ab25314510,True,True,True,True,True,True,True,,9991,9991,5204982,5204982,0,f3b7fe9
gmcp_r,10000,10,5,7,5,2441,2441,6,261417,261.417,0.261417,9995,70e599f97a91c624b62292f89d9cc56def592f3bd8a26035bb2fc15e7373eae4,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,7,9995,5207066,5207066,9995,107552834,107552.834,107.552834,9995,,4350e67b908c75d11a1c2aecef0d03a095721f1c3484f08e06cae0b9adf989bf,True,True,True,True,True,True,True,,9995,9995,5207066,5207066,0,f3b7fe9
gmcp_r,10000,10,9,7,9,4165,4165,10,297291,297.291,0.297291,9999,c52590ae7e90c33acb2802ce57742edce282a66ac6ddebc7ed105cc0b0066d03,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,7,9999,5209152,5209152,9999,104274875,104274.875,104.274875,9999,,8b5bbcd3c5b313c0abefe228a60969a68a5521b8e87f110df819935f6480be80,True,True,True,True,True,True,True,,9999,9999,5209152,5209152,0,f3b7fe9
gmcp_r,10000,10,1,8,1,718,718,2,137417,137.417,0.137417,9991,136d59e15276c39db424e9948ebb11dd504e010b06a5e24edc2cb435b53af426,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,8,9991,5205066,5205066,9991,111112583,111112.583,111.112583,9991,,ee1bdb2ea302cbfb8db8f5977c78ffdc543a098e166bb7563e7e32877518b188,True,True,True,True,True,True,True,,9991,9991,5205066,5205066,0,f3b7fe9
gmcp_r,10000,10,5,8,5,2442,2442,6,336917,336.917,0.336917,9995,a8413e2fe3178c3d019c414c5d79052f2218371c7f181b08aadd236ba9b518f4,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,8,9995,5207153,5207153,9995,104530417,104530.417,104.530417,9995,,74eb751c8291cade026c92a8560a7853332d32b90c1dd30af193a405da7610ab,True,True,True,True,True,True,True,,9995,9995,5207153,5207153,0,f3b7fe9
gmcp_r,10000,10,9,8,9,4166,4166,10,318250,318.25,0.31825,9999,a4dd182e63b92efdd4ab17a9aba9f1faa1c370deacdb4cd7a51e54367f238496,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,8,9999,5209235,5209235,9999,107369917,107369.917,107.369917,9999,,9cc3856668ec0c425a5e8717c15d6ad103448d020f0cf15b868aca0c72b402ae,True,True,True,True,True,True,True,,9999,9999,5209235,5209235,0,f3b7fe9
gmcp_r,10000,10,1,9,1,717,717,2,158917,158.917,0.158917,9991,44e00e7fdd9b958eaec0fe56c90fa2e91d91bf824bfecb9034bd9f923ea401f7,,True,True,True,True,True,True,True,,1,1,431,431,4303476,f3b7fe9
authenticated_hash_chain,10000,10,1,9,9991,5204933,5204933,9991,111686833,111686.833,111.686833,9991,,db9cf37cd6396903791bff82675f07c9f309fb5cfff9113991816b03134b209a,True,True,True,True,True,True,True,,9991,9991,5204933,5204933,0,f3b7fe9
gmcp_r,10000,10,5,9,5,2441,2441,6,462042,462.042,0.462042,9995,d7d1b27a8d564e60cce2bbe620e6ed8982851593020d18bc31b1bab1195cfee7,,True,True,True,True,True,True,True,,5,5,2155,2155,4303476,f3b7fe9
authenticated_hash_chain,10000,10,5,9,9995,5207019,5207019,9995,115919667,115919.667,115.919667,9995,,bce41e76c8c92a623378bee53de8c89efabf70577bd2e810405321f9879ec946,True,True,True,True,True,True,True,,9995,9995,5207019,5207019,0,f3b7fe9
gmcp_r,10000,10,9,9,9,4165,4165,10,305500,305.5,0.3055,9999,834fb165c13c6c18f5adfd7d14ed2af3657ecff0d3fe8ad4630428c1f7b28c43,,True,True,True,True,True,True,True,,9,9,3879,3879,4303476,f3b7fe9
authenticated_hash_chain,10000,10,9,9,9999,5209103,5209103,9999,147411166,147411.166,147.411166,9999,,3b3c0526de708e295bdd7c913d21c1b23f2dc9a23b2330ca248f51ab84c376a1,True,True,True,True,True,True,True,,9999,9999,5209103,5209103,0,f3b7fe9
gmcp_r,10000,10,1,10,1,720,720,2,143209,143.209,0.143209,9991,bc1aae6e97ebb876ec9506526c0f23102ae02fdc8a202f35bd574494cd1210fa,,True,True,True,True,True,True,True,,1,1,433,433,4323456,f3b7fe9
authenticated_hash_chain,10000,10,1,10,9991,5224924,5224924,9991,118075583,118075.583,118.075583,9991,,4d2ea7a121da7be12b7a1a1b8423a68aad4dc21ffc37dcbe5329c3c030e9ebe8,True,True,True,True,True,True,True,,9991,9991,5224924,5224924,0,f3b7fe9
gmcp_r,10000,10,5,10,5,2452,2452,6,239292,239.292,0.239292,9995,6df6c34cfa54b99a7b91be5e07e26b5e626f85c68abf925fdccc3edcc9d4b6a1,,True,True,True,True,True,True,True,,5,5,2165,2165,4323456,f3b7fe9
authenticated_hash_chain,10000,10,5,10,9995,5227019,5227019,9995,115891625,115891.625,115.891625,9995,,90e54508652861cd0e66595914c5a1e8d84f602a5ca194fa1e355cef120647b8,True,True,True,True,True,True,True,,9995,9995,5227019,5227019,0,f3b7fe9
gmcp_r,10000,10,9,10,9,4184,4184,10,378875,378.875,0.378875,9999,a19d44048c317320c68f57a6954a9eedb50d7d25ad55bd693ab5659fe2d030f1,,True,True,True,True,True,True,True,,9,9,3897,3897,4323456,f3b7fe9
authenticated_hash_chain,10000,10,9,10,9999,5229112,5229112,9999,117640541,117640.541,117.640541,9999,,6b1da5aa397c4316bde8769cd08893a2b21bdac47be39330d69cc3672e53a9a5,True,True,True,True,True,True,True,,9999,9999,5229112,5229112,0,f3b7fe9
gmcp_r,10000,10,1,11,1,720,720,2,166417,166.417,0.166417,9991,75353a684b7716c9eaf17e248747f4358937f9fe9bf870ec32042ca134c323a4,,True,True,True,True,True,True,True,,1,1,433,433,4323456,f3b7fe9
authenticated_hash_chain,10000,10,1,11,9991,5224979,5224979,9991,103737500,103737.5,103.7375,9991,,a2eb668d52e033b7ee3a7c61565ade1e98d01faeb49adec94b129ed20c5ad46d,True,True,True,True,True,True,True,,9991,9991,5224979,5224979,0,f3b7fe9
gmcp_r,10000,10,5,11,5,2452,2452,6,259167,259.167,0.259167,9995,2c38cfd3068af64904594fbc7f3ced9eeccaa522ca3e828564866ada37a6d6e4,,True,True,True,True,True,True,True,,5,5,2165,2165,4323456,f3b7fe9
authenticated_hash_chain,10000,10,5,11,9995,5227073,5227073,9995,106663542,106663.542,106.663542,9995,,16ee2be455fb8360e9e39b47bac58306283c36398076232c187db2b21743f856,True,True,True,True,True,True,True,,9995,9995,5227073,5227073,0,f3b7fe9
gmcp_r,10000,10,9,11,9,4184,4184,10,270000,270.0,0.27,9999,c97dff45e6529ce240e1cf7975528246cb6544d9b68ff6afd04bca8d31f5dcd5,,True,True,True,True,True,True,True,,9,9,3897,3897,4323456,f3b7fe9
authenticated_hash_chain,10000,10,9,11,9999,5229166,5229166,9999,105188333,105188.333,105.188333,9999,,885f3bbfab67e2fa9b936a559003e119e84be85411974c1f8af51c622ca200a2,True,True,True,True,True,True,True,,9999,9999,5229166,5229166,0,f3b7fe9
gmcp_r,10000,10,1,12,1,721,721,2,138250,138.25,0.13825,9991,241dadc0757f34cef43af7f82d21f070cb3fed771dcc1e02616ecad99363dd6d,,True,True,True,True,True,True,True,,1,1,433,433,4323456,f3b7fe9
authenticated_hash_chain,10000,10,1,12,9991,5224968,5224968,9991,116057792,116057.792,116.057792,9991,,32c4b09cdd94ecb2882c16e95b8daaa6df835ee524d1d05859f8cb7aa1613e29,True,True,True,True,True,True,True,,9991,9991,5224968,5224968,0,f3b7fe9
gmcp_r,10000,10,5,12,5,2453,2453,6,302792,302.792,0.302792,9995,fce122cd6d45251963bdcc4a6b3ad561b85e9b798af8f4122db39264393e1c6c,,True,True,True,True,True,True,True,,5,5,2165,2165,4323456,f3b7fe9
authenticated_hash_chain,10000,10,5,12,9995,5227060,5227060,9995,111721250,111721.25,111.72125,9995,,074b1f7669ee62a521ed78e305f11df1597151cf83bb1ef6cfa238d3add98af5,True,True,True,True,True,True,True,,9995,9995,5227060,5227060,0,f3b7fe9
gmcp_r,10000,10,9,12,9,4185,4185,10,306834,306.834,0.306834,9999,b1bbaad008b2ddad068c8af7631ed4448efc58440b784a8741c42d7c1bb33504,,True,True,True,True,True,True,True,,9,9,3897,3897,4323456,f3b7fe9
authenticated_hash_chain,10000,10,9,12,9999,5229153,5229153,9999,110517792,110517.792,110.517792,9999,,c7356f28da32e8adab0edbfb5ebc90c24d4e48b4db50525c8168f05333f2ed4c,True,True,True,True,True,True,True,,9999,9999,5229153,5229153,0,f3b7fe9
gmcp_r,10000,10,1,13,1,720,720,2,186208,186.208,0.186208,9991,d178cce45b468a919e2139b1bc81b8f5802e2d313d5271ff7d5962e012c281d9,,True,True,True,True,True,True,True,,1,1,433,433,4323456,f3b7fe9
authenticated_hash_chain,10000,10,1,13,9991,5224928,5224928,9991,127510167,127510.167,127.510167,9991,,66236832c559c86425f8db2aee5cd69f719e28eb9246dc8954ca3828eeb236da,True,True,True,True,True,True,True,,9991,9991,5224928,5224928,0,f3b7fe9
gmcp_r,10000,10,5,13,5,2452,2452,6,490583,490.583,0.490583,9995,308d1c2302231e164d15d9c0217dd898710c4ab2a3a49c1ea3c87cf1bb694294,,True,True,True,True,True,True,True,,5,5,2165,2165,4323456,f3b7fe9
authenticated_hash_chain,10000,10,5,13,9995,5227020,5227020,9995,116991292,116991.292,116.991292,9995,,c05b01df95601a32e14af6f837aa62b744bc0fe70d922e72639f11afbfcf7ea5,True,True,True,True,True,True,True,,9995,9995,5227020,5227020,0,f3b7fe9
gmcp_r,10000,10,9,13,9,4184,4184,10,285625,285.625,0.285625,9999,0916de77d4f92da21c880f558f24a03e9be1acc0f82930bb233a4b25304b7765,,True,True,True,True,True,True,True,,9,9,3897,3897,4323456,f3b7fe9
