protocol,n,k,offset,repeat_id,replay_count,recovery_material_bytes,logical_bytes_read,auth_records_verified,recovery_time_ns,recovery_time_us,recovery_time_ms,target_seq,reconstructed_mem,reconstructed_hash,target_state_match,checkpoint_auth_ok,record_auth_ok,chain_continuity_ok,payload_hash_ok,stored_mem_ok,recovery_valid,failure_reason,records_scanned,records_replayed,physical_bytes_read,logical_bytes_replayed,seek_offset,git_commit
gmcp_r,1000,500,1,9,1,712,712,2,328792,328.792,0.328792,501,6627e65fde091fa5259c8049207a9db5ef2f93c018813870cdf2faf3aa5a236f,,True,True,True,True,True,True,True,,1,1,429,429,214284,f3b7fe9
authenticated_hash_chain,1000,500,1,9,501,259866,259866,501,5046792,5046.792,5.046792,501,,067d34312c58617045c1def10627edf4eb03143e634f076d17e025226830bad9,True,True,True,True,True,True,True,,501,501,259866,259866,0,f3b7fe9
gmcp_r,1000,500,250,9,250,107533,107533,251,2328792,2328.792,2.328792,750,65e77e6d898913b6b4e5f9a8fcfc7512eb74c9384bd53530579852b30fb17061,,True,True,True,True,True,True,True,,250,250,107250,107250,214284,f3b7fe9
authenticated_hash_chain,1000,500,250,9,750,389151,389151,750,7215708,7215.708,7.215708,750,,df89bc6b98eb90ae6e5f18e2f29899ff0c5140faf1071d0440337c904d430a6e,True,True,True,True,True,True,True,,750,750,389151,389151,0,f3b7fe9
gmcp_r,1000,500,499,9,499,214354,214354,500,4569375,4569.375,4.569375,999,f4439bcbd132dcbb93f2d4e7c35e433005f6c9f5dfb1ec1d338e27a0ed8b570a,,True,True,True,True,True,True,True,,499,499,214071,214071,214284,f3b7fe9
authenticated_hash_chain,1000,500,499,9,999,518437,518437,999,10150792,10150.792,10.150792,999,,5bb25e09092e53885877d861a547be954e0e383ba157cdd1c0874486e3244134,True,True,True,True,True,True,True,,999,999,518437,518437,0,f3b7fe9
gmcp_r,1000,500,1,10,1,715,715,2,430834,430.834,0.430834,501,8103805c9fff5adf2a384315b2750f4549f51c0f870da564f81913bea309e0ff,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,10,501,260923,260923,501,4903625,4903.625,4.903625,501,,36333fd4a5d47764b4968d129330db98b6459b46315aae8c2a17be3ed1aac379,True,True,True,True,True,True,True,,501,501,260923,260923,0,f3b7fe9
gmcp_r,1000,500,250,10,250,108034,108034,251,2229250,2229.25,2.22925,750,60a0166b744f798cc6beec306390bf0ce67cf5f3b757f5377e8c71679087b320,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,10,750,390691,390691,750,7625125,7625.125,7.625125,750,,638c2236a40a6fde2d12e447ca5d309a271509a728b4fefec76124fcb8eaffda,True,True,True,True,True,True,True,,750,750,390691,390691,0,f3b7fe9
gmcp_r,1000,500,499,10,499,215353,215353,500,4425708,4425.708,4.425708,999,ff011d832e7e79d63a16b04f49205c7ac16c8a0608266b7df2b2d4ee3666bf34,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,10,999,520477,520477,999,9551667,9551.667,9.551667,999,,dd1fe8f108d28a989004d39dac57489662c2641065098244e57e1787ced128d5,True,True,True,True,True,True,True,,999,999,520477,520477,0,f3b7fe9
gmcp_r,1000,500,1,11,1,715,715,2,296667,296.667,0.296667,501,aa876827a5c499187d49e53980447c0f520368b7563361606db0adc22141d2d4,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,11,501,260890,260890,501,4940459,4940.459,4.940459,501,,71c622aa3c81b83ba79c6e31a74a9d2ff148b79296bb46b5e7fb52607c785f71,True,True,True,True,True,True,True,,501,501,260890,260890,0,f3b7fe9
gmcp_r,1000,500,250,11,250,108034,108034,251,2445584,2445.584,2.445584,750,574fe1dc3ed0931444d9d176c731dfee08593071696094c3cfedd3791176b4ae,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,11,750,390664,390664,750,7787792,7787.792,7.787792,750,,6d0e24c0b4d6451d2aff7336755c205d6b93a20821a8de454cfca3d87523f346,True,True,True,True,True,True,True,,750,750,390664,390664,0,f3b7fe9
gmcp_r,1000,500,499,11,499,215353,215353,500,4512000,4512.0,4.512,999,2abee766d40dac52c6f77c2ef9d4e7279b1b705394b26c1058267a89ac113c55,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,11,999,520441,520441,999,9698292,9698.292,9.698292,999,,1490e044cb654286abd7e18ea94957f1d28577a0a4facd3dec8ffb5d144d53ac,True,True,True,True,True,True,True,,999,999,520441,520441,0,f3b7fe9
gmcp_r,1000,500,1,12,1,715,715,2,443834,443.834,0.443834,501,3b72c2ca8ce27c7927bf9ff89a3fd9a7a2e4b5c05fa805e5d15c024c9335cbcc,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,12,501,260917,260917,501,4876875,4876.875,4.876875,501,,12252d705c0ea9e3b1edd63c21aa7694a1b98117a2728d49d66092579393c27d,True,True,True,True,True,True,True,,501,501,260917,260917,0,f3b7fe9
gmcp_r,1000,500,250,12,250,108034,108034,251,2434750,2434.75,2.43475,750,486807e0a71c3235fef7c114e3a39b79e7fdf20f04e6969c3da01ec7abebb0d9,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,12,750,390692,390692,750,7707750,7707.75,7.70775,750,,de53e97f85a58dc7c4c41435895208dfb5ce31aa3356625ffdc6837f6bf1a2b4,True,True,True,True,True,True,True,,750,750,390692,390692,0,f3b7fe9
gmcp_r,1000,500,499,12,499,215353,215353,500,4261167,4261.167,4.261167,999,14a96c0cc8f84c03fba0d2d25ee1d47317f067aa80a82f677fcb31599b089dd2,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,12,999,520484,520484,999,9546792,9546.792,9.546792,999,,03406590739175cd3e3dbc1a46f74c31eed607843dd5ae031cab094bc5fa9188,True,True,True,True,True,True,True,,999,999,520484,520484,0,f3b7fe9
gmcp_r,1000,500,1,13,1,715,715,2,309291,309.291,0.309291,501,a44825aeb700aad6781bb48bde29c27fc9ac6a05956af50e491acbb8673e3fe1,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,13,501,260886,260886,501,4928541,4928.541,4.928541,501,,d195cf62e6b853930775e1950d19b945214e8c81c0fbdafb07b48a67576cdb27,True,True,True,True,True,True,True,,501,501,260886,260886,0,f3b7fe9
gmcp_r,1000,500,250,13,250,108034,108034,251,2598041,2598.041,2.598041,750,12bd822664336b304e472656d849a5c3b1a122de9d516ca9c88c56603098fa69,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,13,750,390672,390672,750,7257750,7257.75,7.25775,750,,f32348d337ee610d7cadb8a630254f9c1a1e37ef82635b81ab524bf0a8af944a,True,True,True,True,True,True,True,,750,750,390672,390672,0,f3b7fe9
gmcp_r,1000,500,499,13,499,215353,215353,500,4517666,4517.666,4.517666,999,ca2df338a1494c43b42e73b76072895ffdf5df97c112eac2b71cca65daa64ee9,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,13,999,520441,520441,999,9729125,9729.125,9.729125,999,,bc8e8fd4b4afa05c5dbb35dc0f25d222ae4f2d88a6f166f336f4737c35de99da,True,True,True,True,True,True,True,,999,999,520441,520441,0,f3b7fe9
gmcp_r,1000,500,1,14,1,715,715,2,455459,455.459,0.455459,501,9539088caa885b120a3df7e6cd14bd4574a64e2cc779604da18ed53417cb56dd,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,14,501,260918,260918,501,5310750,5310.75,5.31075,501,,dc204e4da9154dea0c429ab189173df022e3824d2f9a186679f8fd006a5fa598,True,True,True,True,True,True,True,,501,501,260918,260918,0,f3b7fe9
gmcp_r,1000,500,250,14,250,108034,108034,251,2498958,2498.958,2.498958,750,adcbb8e2a2ca1c8935a7a9f38d8283ca54facf454606e0792180b001af1bf7e4,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,14,750,390712,390712,750,7238541,7238.541,7.238541,750,,78f8c41fdf6b2b170d0903229e9f3de0f53ae7cd0af9cf23aa2fe3ac8cbe1f6b,True,True,True,True,True,True,True,,750,750,390712,390712,0,f3b7fe9
gmcp_r,1000,500,499,14,499,215353,215353,500,4688333,4688.333,4.688333,999,652774376d34e0f2489fbde421500199a751f00c855bd40664c0e73ac2c134dc,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,14,999,520481,520481,999,10321958,10321.958,10.321958,999,,584ed2a213e2dda6a61d6316a78507651e3bf0b5558305efb5f8ad11258c25a9,True,True,True,True,True,True,True,,999,999,520481,520481,0,f3b7fe9
gmcp_r,1000,500,1,15,1,715,715,2,393333,393.333,0.393333,501,9c4b63a310f36d006cceaaaf04085cd05f23c18545095f242a81239b61ba1d62,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,15,501,260900,260900,501,5373667,5373.667,5.373667,501,,5fe5b6490767ba537f232047cc7cf5e7f2e2d81252ef63f14d8f48e7db779fb3,True,True,True,True,True,True,True,,501,501,260900,260900,0,f3b7fe9
gmcp_r,1000,500,250,15,250,108034,108034,251,2417708,2417.708,2.417708,750,7ea82a9b54e02611a107fd8aca448a4d3a2cdaa1266febd8f7fbd799363ba4c9,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,15,750,390672,390672,750,7555916,7555.916,7.555916,750,,a704165b4c96af5fce5e7f8e31e2a4413404ef5acec58b50f2d9093e9224935a,True,True,True,True,True,True,True,,750,750,390672,390672,0,f3b7fe9
gmcp_r,1000,500,499,15,499,215353,215353,500,4685333,4685.333,4.685333,999,0dbf061defdf8b80c0b5bf5c6d1ec7152822c408a490fa490970fd5771ffdd40,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,15,999,520452,520452,999,10022833,10022.833,10.022833,999,,68233dc371f98b4ebb9fa6cd2143a9623a1bf0ccc74943dec97f1ae93dfebb0f,True,True,True,True,True,True,True,,999,999,520452,520452,0,f3b7fe9
gmcp_r,1000,500,1,16,1,716,716,2,99167,99.167,0.099167,501,bd7ddf2b9b87ca2c57540b73adf2c0a824aaa20de7be8a9b8c6b85d555322553,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,16,501,260910,260910,501,5273125,5273.125,5.273125,501,,ba730ad4574ac8d56052fc2005f62615858169666cbf6e599cdf43299a9cd31e,True,True,True,True,True,True,True,,501,501,260910,260910,0,f3b7fe9
gmcp_r,1000,500,250,16,250,108035,108035,251,2266125,2266.125,2.266125,750,553ddd1c5546217eb09b2dee5e09b1c5d415c83b79a9c196da67a4e40ab66697,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,16,750,390667,390667,750,7695375,7695.375,7.695375,750,,4338d5d1cf154f671aa8438c036cf8f8cadda6ec9a303f0f387d3d7b791a32db,True,True,True,True,True,True,True,,750,750,390667,390667,0,f3b7fe9
gmcp_r,1000,500,499,16,499,215354,215354,500,4770250,4770.25,4.77025,999,ab7e1587cebca831fc97f4c6aa1ab3f6bb73f4927fe2ede24824dab8c8064d8e,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,16,999,520444,520444,999,10631416,10631.416,10.631416,999,,c416f048ee1c5418fcb4b07ca284827976c6d157d0c9641c6c364355401f50ac,True,True,True,True,True,True,True,,999,999,520444,520444,0,f3b7fe9
gmcp_r,1000,500,1,17,1,716,716,2,111333,111.333,0.111333,501,cba1c36c252d639e2d9c650f779878029e8ab9ecfa12a1a5fa121ae34485fde4,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,17,501,260886,260886,501,4870833,4870.833,4.870833,501,,70a9cda35459d56e389def30a5da0a194e1f236f1fa936d715927bbe6eb87ba1,True,True,True,True,True,True,True,,501,501,260886,260886,0,f3b7fe9
gmcp_r,1000,500,250,17,250,108035,108035,251,2489416,2489.416,2.489416,750,c244dd19de416843da47f0de01160d11ff2499b8c2cf00f4d3ab44136ae452d3,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,17,750,390661,390661,750,8314917,8314.917,8.314917,750,,55a3240669ac041dd86354cbca8be6f92f682fcd76c6d228a262b223d6527bc9,True,True,True,True,True,True,True,,750,750,390661,390661,0,f3b7fe9
gmcp_r,1000,500,499,17,499,215354,215354,500,4459792,4459.792,4.459792,999,2f672f4951a1974e6e7c25033f30bec37695043b3ebaecb651870bc03030dc29,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,17,999,520423,520423,999,10277208,10277.208,10.277208,999,,ccb037eda06fbc80fc2edd9df9b4e0f093c2dfa6e87fa4d0af60c038966b37c3,True,True,True,True,True,True,True,,999,999,520423,520423,0,f3b7fe9
gmcp_r,1000,500,1,18,1,715,715,2,365708,365.708,0.365708,501,48610c29e3d4aa78248488f0b5e2b5ab6eac467325c922fea6b935d2332b1a6b,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,18,501,260910,260910,501,5472542,5472.542,5.472542,501,,0cdd0079eb9ed19f781b58caf90a19589c45e7df99591166d47d9f47a35dd6e5,True,True,True,True,True,True,True,,501,501,260910,260910,0,f3b7fe9
gmcp_r,1000,500,250,18,250,108034,108034,251,2728834,2728.834,2.728834,750,80401d8bea694964132dfda4087f8f4a842b5b6c7f4ba14f327b597698c097e8,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,18,750,390684,390684,750,7560041,7560.041,7.560041,750,,89352042e5b6dd6d25370bad647d0d6131ee54007ed0f61c17079a9a1e43aa8b,True,True,True,True,True,True,True,,750,750,390684,390684,0,f3b7fe9
gmcp_r,1000,500,499,18,499,215353,215353,500,4460667,4460.667,4.460667,999,4bd3cc7677218a7082953f46392477d05cb6cab43797f2cc0dce367a9ff0de6a,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,18,999,520465,520465,999,10102833,10102.833,10.102833,999,,ad6868b3dda92f5ced67f90cd3087d715fccd7eeed44db64cd9988625923afe1,True,True,True,True,True,True,True,,999,999,520465,520465,0,f3b7fe9
gmcp_r,1000,500,1,19,1,715,715,2,295291,295.291,0.295291,501,6ef3b38d7457a1fe7556e0ff4752909cf0be429fb304f71778f0c7332e44ecc9,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,19,501,260899,260899,501,6329417,6329.417,6.329417,501,,c20b165ed597bd291d28cfec6c3d8e9671acd0145fabe62c696ceaa4e75945dc,True,True,True,True,True,True,True,,501,501,260899,260899,0,f3b7fe9
gmcp_r,1000,500,250,19,250,108034,108034,251,2550167,2550.167,2.550167,750,ec969c1222f2bc132102078f5d62eba6fb9eb33d8eb0905139d0418b0b234e9e,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,19,750,390690,390690,750,8247625,8247.625,8.247625,750,,b39549706a2e6b849ad6424a2855c32d8f0361859b661bf59d1bc1f66d2884e0,True,True,True,True,True,True,True,,750,750,390690,390690,0,f3b7fe9
gmcp_r,1000,500,499,19,499,215353,215353,500,4608541,4608.541,4.608541,999,d95e704cd25c5e9340bafeb6fb08f681eca6414bdb910253737f9183cc286a6d,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,19,999,520458,520458,999,9962625,9962.625,9.962625,999,,6a8ab6ee87a5066800b890dd09407e51979a20459171e73010a6dfe82836d85a,True,True,True,True,True,True,True,,999,999,520458,520458,0,f3b7fe9
gmcp_r,1000,500,1,20,1,716,716,2,325375,325.375,0.325375,501,a4e18dd4529b68dbe22495a8cbf4464ac932a21dfc8bed28cd49c83977835298,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,20,501,260874,260874,501,5108208,5108.208,5.108208,501,,3d77ef8eae75c564992033212c8c244f5bbe2432f6d318a7d6239f4f210dcbfe,True,True,True,True,True,True,True,,501,501,260874,260874,0,f3b7fe9
gmcp_r,1000,500,250,20,250,108035,108035,251,2474959,2474.959,2.474959,750,4a724bc33e49a2238e031ef7c7379009eee03c1a13d2c11b20427b884b2aa397,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,20,750,390638,390638,750,7766375,7766.375,7.766375,750,,97933516b5e9724a5c4886b353e2085c207464f05c4d681db6c683286feee55f,True,True,True,True,True,True,True,,750,750,390638,390638,0,f3b7fe9
gmcp_r,1000,500,499,20,499,215354,215354,500,4450541,4450.541,4.450541,999,8ba4bf26c88329c1e2dd3ee9f7b41e71a8f5ecdff4ab74bac5f7f2beeb9c65a6,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,20,999,520424,520424,999,11020708,11020.708,11.020708,999,,323fcde930f32426f4d71abb1b7b95a846256defff76d1e03970da0f4c6d485d,True,True,True,True,True,True,True,,999,999,520424,520424,0,f3b7fe9
gmcp_r,1000,500,1,21,1,715,715,2,333292,333.292,0.333292,501,973f91967dfce8ac7d0223b3b3892713514c05e7ac1f14ce63cecc9195eb3d18,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,21,501,260906,260906,501,5089000,5089.0,5.089,501,,30a9d08f7f7735c4931a158816b666050f583f9d20bc47f995dc7639968503ae,True,True,True,True,True,True,True,,501,501,260906,260906,0,f3b7fe9
gmcp_r,1000,500,250,21,250,108034,108034,251,2578584,2578.584,2.578584,750,9edf2a1e3d40c0d0d2d640f2cfa9e2bcd748e0661d1b7c30ea67269db30ce888,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,21,750,390674,390674,750,7534791,7534.791,7.534791,750,,ed0e6bb97400d3847256fc30c21c474972f26c703eeb43bb6bba41f665ed5e4e,True,True,True,True,True,True,True,,750,750,390674,390674,0,f3b7fe9
gmcp_r,1000,500,499,21,499,215353,215353,500,4445334,4445.334,4.445334,999,d56c350b8785c19cd78a372c30f54ff8949e737389df3cb7513f5c1fa441efac,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,21,999,520446,520446,999,11205958,11205.958,11.205958,999,,50ecab367fbef64a4c9ff19f050a4635c2f6ae112e12434505d8d91583f6c608,True,True,True,True,True,True,True,,999,999,520446,520446,0,f3b7fe9
gmcp_r,1000,500,1,22,1,715,715,2,409292,409.292,0.409292,501,4bea50a5b90e0f57c1f0f7f9fb4fac6e26374bf4b3efd85a5910adbb19f1d9e7,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,22,501,260888,260888,501,5550333,5550.333,5.550333,501,,ce5a10fe6d536f9441d18fd526eae2be7395511561fc0e4503bdd480e225603e,True,True,True,True,True,True,True,,501,501,260888,260888,0,f3b7fe9
gmcp_r,1000,500,250,22,250,108034,108034,251,2234708,2234.708,2.234708,750,34540b9a42ccde8747e33cea5a1981c38e21ca413d989fa3c2814264dffd90b7,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,22,750,390672,390672,750,7717292,7717.292,7.717292,750,,4c55f460520d53395d759ea81681c87e6536e33c1d42c7140facbc28433c105e,True,True,True,True,True,True,True,,750,750,390672,390672,0,f3b7fe9
gmcp_r,1000,500,499,22,499,215353,215353,500,5245375,5245.375,5.245375,999,096e6c059c3203121f3d7dfd01db213365987b4e4485dce4f09d1c96fa8e62e5,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,22,999,520430,520430,999,10491792,10491.792,10.491792,999,,cb67e30d2f4cebd61ca0d10e06202df9650a94b3b0b76aa7870cb12cd9e23669,True,True,True,True,True,True,True,,999,999,520430,520430,0,f3b7fe9
gmcp_r,1000,500,1,23,1,714,714,2,352750,352.75,0.35275,501,8a5f263d0191e5a3d64983c64aec3205901611f0a8e916b7b3eb972c5443725f,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,23,501,260889,260889,501,5589500,5589.5,5.5895,501,,d8cf7d798ea2fdf6cccbb117715a77d7c7915164f90cee6a635e10b1d92a73fd,True,True,True,True,True,True,True,,501,501,260889,260889,0,f3b7fe9
gmcp_r,1000,500,250,23,250,108033,108033,251,2938291,2938.291,2.938291,750,64eac145e1cff9657a8d588e13c140dcb6a8efbdf3729ad8be593e9cbeb31a4a,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,23,750,390659,390659,750,9085583,9085.583,9.085583,750,,ea30b0528e9d00819355140d8787e583cc18b116205ade155032434f306ed9b9,True,True,True,True,True,True,True,,750,750,390659,390659,0,f3b7fe9
gmcp_r,1000,500,499,23,499,215352,215352,500,5256250,5256.25,5.25625,999,0f52c945a423557830aa50e3450e87028ada74132341f1d0e5f26305da2c4d2a,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,23,999,520431,520431,999,10565000,10565.0,10.565,999,,1c04cbab511421d0f66a25eb9233fe69e09e54a8242da81247647b15ae2ad52f,True,True,True,True,True,True,True,,999,999,520431,520431,0,f3b7fe9
gmcp_r,1000,500,1,24,1,715,715,2,298542,298.542,0.298542,501,51eefddf92726ae611ad535bfc3fe7d663747df30778e5356f6dec13c162e63e,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,24,501,260905,260905,501,5534125,5534.125,5.534125,501,,eeba42e40c24e2e490aaea58f8e5c1ea838e6c8da397dd648d6213b01544155f,True,True,True,True,True,True,True,,501,501,260905,260905,0,f3b7fe9
gmcp_r,1000,500,250,24,250,108034,108034,251,2609875,2609.875,2.609875,750,16ccf2d40ae0071cdef45bb6dba9464e63221316ebed7db8d38d32a922e64f31,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,24,750,390700,390700,750,8305500,8305.5,8.3055,750,,0ae0f31834d66be93522793f4dbc90f3498705e28be03323618827d242d1252b,True,True,True,True,True,True,True,,750,750,390700,390700,0,f3b7fe9
gmcp_r,1000,500,499,24,499,215353,215353,500,4814917,4814.917,4.814917,999,06d6301e1185f909c1ed6f54656ed7d8c0ac009f1ceddec2b4ee244ba8d50ed3,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,24,999,520484,520484,999,10580792,10580.792,10.580792,999,,50f61bc353afc9300ba3ee818c6a289a9240909a868c9ecf700b14d2200f488f,True,True,True,True,True,True,True,,999,999,520484,520484,0,f3b7fe9
gmcp_r,1000,500,1,25,1,716,716,2,1789875,1789.875,1.789875,501,f133fb58527be9f50539b993f1bdfd8e4926c04274f9d35a98e9c21cc97c1085,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,25,501,260907,260907,501,5481875,5481.875,5.481875,501,,1dd5ed4d6837925c9f30f30ea8dcb4a1b234e8a0d521c9e28db42a86836dcbb1,True,True,True,True,True,True,True,,501,501,260907,260907,0,f3b7fe9
gmcp_r,1000,500,250,25,250,108035,108035,251,2945917,2945.917,2.945917,750,407798754aeb0b2363caf9b8ae376cc7538cca5f6d6434d6aa64fc58f242c04e,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,25,750,390670,390670,750,8069458,8069.458,8.069458,750,,3e2d7f710a3a98417d692b3d27e59b0e323824301ab1d0ae70663c69f3352184,True,True,True,True,True,True,True,,750,750,390670,390670,0,f3b7fe9
gmcp_r,1000,500,499,25,499,215354,215354,500,4826708,4826.708,4.826708,999,8656bf8587d6231f16997477a2d45268492b21eedee3e2df283c3f3185bf7e5f,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,25,999,520453,520453,999,10125834,10125.834,10.125834,999,,9519b95c8b3fb84f29f9d04e1557bcf565bc57f3fad503bfa52a0d99d4933b4c,True,True,True,True,True,True,True,,999,999,520453,520453,0,f3b7fe9
gmcp_r,1000,500,1,26,1,716,716,2,338583,338.583,0.338583,501,d98f7a84d93ae03aee27624dcfe5a74a73eab5f922a868967f3bcfa9a1b5fd77,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,26,501,260878,260878,501,6138125,6138.125,6.138125,501,,a67d6846ae96871e9d6bc9d7625c2653ffb98f3dcbb2bbe1ed28c3debbd4e378,True,True,True,True,True,True,True,,501,501,260878,260878,0,f3b7fe9
gmcp_r,1000,500,250,26,250,108035,108035,251,2316250,2316.25,2.31625,750,53ba82eef29fa21a74a13c2e2ad19afdab55bc0c1d357507311befe22ff8d9cd,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,26,750,390653,390653,750,7922375,7922.375,7.922375,750,,9f4f5081d2cded46bb191860c070e5802480c84c40fc94a826b876a6ec88825d,True,True,True,True,True,True,True,,750,750,390653,390653,0,f3b7fe9
gmcp_r,1000,500,499,26,499,215354,215354,500,4831083,4831.083,4.831083,999,b9df95e51a435f08bb59868d04d3f4946b6d193267dec968e5d61fdc24d5f6c7,,True,True,True,True,True,True,True,,499,499,215069,215069,215284,f3b7fe9
authenticated_hash_chain,1000,500,499,26,999,520422,520422,999,9935166,9935.166,9.935166,999,,e52acb9a1241fb5a8c38180eb9f10ecc11048c8d457cc5cc2a091328fa560efa,True,True,True,True,True,True,True,,999,999,520422,520422,0,f3b7fe9
gmcp_r,1000,500,1,27,1,715,715,2,337625,337.625,0.337625,501,db4bae8378650723de7de9fbd00371663c0de5b2486551619c057af640183e70,,True,True,True,True,True,True,True,,1,1,431,431,215284,f3b7fe9
authenticated_hash_chain,1000,500,1,27,501,260917,260917,501,5058083,5058.083,5.058083,501,,9bd9df2577f7556c257a39a255d7c1afb7b5f4653aeb1e815fd85b33fcf74f37,True,True,True,True,True,True,True,,501,501,260917,260917,0,f3b7fe9
gmcp_r,1000,500,250,27,250,108034,108034,251,2710000,2710.0,2.71,750,64511137bf7d4c8c3200f392ec6cb005043dc676ef17bd0e32b8f3089831ffc6,,True,True,True,True,True,True,True,,250,250,107750,107750,215284,f3b7fe9
authenticated_hash_chain,1000,500,250,27,750,390692,390692,750,7220791,7220.791,7.220791,750,,2ef6a65f79d448cb01e0eadf7dee3b1cca3102388b42ea034ef2daa2345d4501,True,True,True,True,True,True,True,,750,750,390692,390692,0,f3b7fe9
