session_id,protocol,attack_type,attack_category,attack_applicable,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,error_count,success_rate,attack_injected,attack_detected_by_server,throughput_msg_per_sec,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,elapsed_seconds,expected_session_id,packet_session_id,connection_bound_session_id,rejection_reason,rejection_class,attack_expected_reason,attack_reason_match,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r15-1783670290020400,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,15,100,49,51,0,0,49.0,True,True,3523.18,0.13,0.02,0.09,0.21,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r15-1783670290020400,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r15-1783670290020400,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r15-1783670290020400,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r16-1783670290137884,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,16,100,49,51,0,0,49.0,True,True,3687.8,0.12,0.02,0.09,0.21,0.11,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r16-1783670290137884,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r16-1783670290137884,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r16-1783670290137884,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r17-1783670290254325,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,17,100,49,51,0,0,49.0,True,True,3494.96,0.13,0.03,0.09,0.21,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r17-1783670290254325,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r17-1783670290254325,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r17-1783670290254325,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r18-1783670290373916,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,18,100,49,51,0,0,49.0,True,True,3111.5,0.15,0.13,0.1,1.31,0.12,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r18-1783670290373916,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r18-1783670290373916,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r18-1783670290373916,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r19-1783670290495188,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,19,100,49,51,0,0,49.0,True,True,3700.95,0.12,0.02,0.09,0.24,0.11,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r19-1783670290495188,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r19-1783670290495188,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r19-1783670290495188,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r20-1783670290611931,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,20,100,49,51,0,0,49.0,True,True,3589.51,0.13,0.03,0.1,0.31,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r20-1783670290611931,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r20-1783670290611931,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r20-1783670290611931,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r21-1783670290731071,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,21,100,49,51,0,0,49.0,True,True,3418.17,0.13,0.06,0.09,0.53,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r21-1783670290731071,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r21-1783670290731071,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r21-1783670290731071,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r22-1783670290850874,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,22,100,49,51,0,0,49.0,True,True,3296.99,0.14,0.03,0.09,0.21,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r22-1783670290850874,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r22-1783670290850874,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r22-1783670290850874,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r23-1783670290971362,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,23,100,49,51,0,0,49.0,True,True,3093.05,0.15,0.03,0.09,0.26,0.14,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r23-1783670290971362,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r23-1783670290971362,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r23-1783670290971362,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r24-1783670291092702,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,24,100,49,51,0,0,49.0,True,True,3260.37,0.14,0.05,0.08,0.44,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r24-1783670291092702,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r24-1783670291092702,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r24-1783670291092702,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r25-1783670291209709,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,25,100,49,51,0,0,49.0,True,True,3385.4,0.13,0.03,0.09,0.21,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r25-1783670291209709,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r25-1783670291209709,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r25-1783670291209709,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r26-1783670291328598,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,26,100,49,51,0,0,49.0,True,True,3443.43,0.13,0.03,0.09,0.25,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r26-1783670291328598,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r26-1783670291328598,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r26-1783670291328598,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r27-1783670291448294,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,27,100,49,51,0,0,49.0,True,True,3717.75,0.12,0.02,0.08,0.28,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r27-1783670291448294,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r27-1783670291448294,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r27-1783670291448294,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r28-1783670291562126,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,28,100,49,51,0,0,49.0,True,True,3413.23,0.13,0.03,0.09,0.24,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r28-1783670291562126,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r28-1783670291562126,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r28-1783670291562126,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r29-1783670291681970,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,29,100,49,51,0,0,49.0,True,True,3821.87,0.12,0.02,0.09,0.19,0.11,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r29-1783670291681970,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r29-1783670291681970,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r29-1783670291681970,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r30-1783670291800318,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,30,100,49,51,0,0,49.0,True,True,3556.96,0.13,0.02,0.09,0.22,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r30-1783670291800318,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r30-1783670291800318,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r30-1783670291800318,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r1-1783670291919555,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,1,100,49,51,0,0,49.0,True,True,3137.39,0.14,0.05,0.1,0.47,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r1-1783670291919555,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r1-1783670291919555,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r1-1783670291919555,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r2-1783670292037118,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,2,100,49,51,0,0,49.0,True,True,3327.03,0.13,0.02,0.1,0.23,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r2-1783670292037118,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r2-1783670292037118,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r2-1783670292037118,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r3-1783670292157299,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,3,100,49,51,0,0,49.0,True,True,3394.51,0.13,0.02,0.1,0.22,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r3-1783670292157299,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r3-1783670292157299,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r3-1783670292157299,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r4-1783670292277236,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,4,100,49,51,0,0,49.0,True,True,3168.68,0.14,0.03,0.1,0.23,0.14,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r4-1783670292277236,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r4-1783670292277236,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r4-1783670292277236,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r5-1783670292395448,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,5,100,49,51,0,0,49.0,True,True,2903.0,0.16,0.11,0.09,0.94,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r5-1783670292395448,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r5-1783670292395448,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r5-1783670292395448,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r6-1783670292517801,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,6,100,49,51,0,0,49.0,True,True,3253.25,0.14,0.02,0.1,0.19,0.14,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r6-1783670292517801,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r6-1783670292517801,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r6-1783670292517801,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r7-1783670292637964,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,7,100,49,51,0,0,49.0,True,True,3347.68,0.13,0.04,0.09,0.28,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r7-1783670292637964,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r7-1783670292637964,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r7-1783670292637964,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r8-1783670292754477,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,8,100,49,51,0,0,49.0,True,True,3016.51,0.15,0.04,0.1,0.38,0.15,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r8-1783670292754477,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r8-1783670292754477,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r8-1783670292754477,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r9-1783670292876184,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,9,100,49,51,0,0,49.0,True,True,3345.18,0.13,0.02,0.1,0.24,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r9-1783670292876184,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r9-1783670292876184,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r9-1783670292876184,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r10-1783670292995490,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,10,100,49,51,0,0,49.0,True,True,2910.24,0.16,0.15,0.09,1.55,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r10-1783670292995490,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r10-1783670292995490,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r10-1783670292995490,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r11-1783670293117787,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,11,100,49,51,0,0,49.0,True,True,3466.31,0.13,0.02,0.1,0.22,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r11-1783670293117787,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r11-1783670293117787,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r11-1783670293117787,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r12-1783670293237379,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,12,100,49,51,0,0,49.0,True,True,3499.54,0.13,0.02,0.1,0.26,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r12-1783670293237379,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r12-1783670293237379,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r12-1783670293237379,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r13-1783670293354349,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,13,100,49,51,0,0,49.0,True,True,2852.0,0.16,0.12,0.09,1.04,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r13-1783670293354349,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r13-1783670293354349,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r13-1783670293354349,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r14-1783670293477098,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,14,100,49,51,0,0,49.0,True,True,3409.15,0.13,0.02,0.1,0.19,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r14-1783670293477098,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r14-1783670293477098,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r14-1783670293477098,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r15-1783670293593217,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,512,15,100,49,51,0,0,49.0,True,True,3341.26,0.13,0.03,0.1,0.2,0.13,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r15-1783670293593217,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r15-1783670293593217,baseline-hash_chain-sequence_gap_valid_mac-m100-p512-r15-1783670293593217,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
