session_id,protocol,attack_type,attack_category,attack_applicable,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,error_count,success_rate,attack_injected,attack_detected_by_server,throughput_msg_per_sec,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,elapsed_seconds,expected_session_id,packet_session_id,connection_bound_session_id,rejection_reason,rejection_class,attack_expected_reason,attack_reason_match,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r6-1783670283415092,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,6,1000,49,951,0,0,4.9,True,True,554.39,0.08,0.02,0.04,0.21,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r6-1783670283415092,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r6-1783670283415092,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r6-1783670283415092,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r7-1783670283609043,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,7,1000,49,951,0,0,4.9,True,True,546.6,0.08,0.02,0.05,0.19,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r7-1783670283609043,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r7-1783670283609043,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r7-1783670283609043,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r8-1783670283804224,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,8,1000,49,951,0,0,4.9,True,True,559.73,0.08,0.02,0.05,0.18,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r8-1783670283804224,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r8-1783670283804224,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r8-1783670283804224,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r9-1783670283997377,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,9,1000,49,951,0,0,4.9,True,True,554.95,0.08,0.02,0.04,0.18,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r9-1783670283997377,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r9-1783670283997377,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r9-1783670283997377,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r10-1783670284188103,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,10,1000,49,951,0,0,4.9,True,True,544.47,0.08,0.02,0.05,0.22,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r10-1783670284188103,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r10-1783670284188103,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r10-1783670284188103,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r11-1783670284383732,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,11,1000,49,951,0,0,4.9,True,True,535.47,0.08,0.02,0.05,0.22,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r11-1783670284383732,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r11-1783670284383732,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r11-1783670284383732,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r12-1783670284580770,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,12,1000,49,951,0,0,4.9,True,True,554.03,0.08,0.02,0.04,0.25,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r12-1783670284580770,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r12-1783670284580770,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r12-1783670284580770,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r13-1783670284774720,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,13,1000,49,951,0,0,4.9,True,True,538.81,0.08,0.02,0.05,0.19,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r13-1783670284774720,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r13-1783670284774720,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r13-1783670284774720,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r14-1783670284971278,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,14,1000,49,951,0,0,4.9,True,True,442.29,0.1,0.14,0.05,3.29,0.08,0.11,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r14-1783670284971278,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r14-1783670284971278,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r14-1783670284971278,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r15-1783670285186844,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,15,1000,49,951,0,0,4.9,True,True,511.36,0.09,0.02,0.05,0.2,0.09,0.1,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r15-1783670285186844,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r15-1783670285186844,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r15-1783670285186844,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r16-1783670285388311,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,16,1000,49,951,0,0,4.9,True,True,528.5,0.09,0.02,0.04,0.18,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r16-1783670285388311,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r16-1783670285388311,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r16-1783670285388311,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r17-1783670285586462,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,17,1000,49,951,0,0,4.9,True,True,512.9,0.09,0.02,0.05,0.25,0.09,0.1,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r17-1783670285586462,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r17-1783670285586462,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r17-1783670285586462,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r18-1783670285787401,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,18,1000,49,951,0,0,4.9,True,True,518.14,0.09,0.02,0.05,0.19,0.09,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r18-1783670285787401,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r18-1783670285787401,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r18-1783670285787401,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r19-1783670285987568,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,19,1000,49,951,0,0,4.9,True,True,525.81,0.09,0.02,0.05,0.23,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r19-1783670285987568,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r19-1783670285987568,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r19-1783670285987568,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r20-1783670286185995,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,20,1000,49,951,0,0,4.9,True,True,541.4,0.08,0.02,0.05,0.21,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r20-1783670286185995,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r20-1783670286185995,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r20-1783670286185995,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r21-1783670286378461,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,21,1000,49,951,0,0,4.9,True,True,543.25,0.08,0.02,0.04,0.27,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r21-1783670286378461,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r21-1783670286378461,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r21-1783670286378461,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r22-1783670286574082,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,22,1000,49,951,0,0,4.9,True,True,525.18,0.09,0.02,0.05,0.2,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r22-1783670286574082,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r22-1783670286574082,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r22-1783670286574082,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r23-1783670286770222,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,23,1000,49,951,0,0,4.9,True,True,514.83,0.09,0.02,0.05,0.22,0.08,0.1,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r23-1783670286770222,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r23-1783670286770222,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r23-1783670286770222,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r24-1783670286970322,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,24,1000,49,951,0,0,4.9,True,True,520.19,0.09,0.02,0.05,0.27,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r24-1783670286970322,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r24-1783670286970322,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r24-1783670286970322,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r25-1783670287165341,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,25,1000,49,951,0,0,4.9,True,True,520.8,0.09,0.03,0.05,0.31,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r25-1783670287165341,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r25-1783670287165341,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r25-1783670287165341,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r26-1783670287364729,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,26,1000,49,951,0,0,4.9,True,True,539.62,0.08,0.02,0.04,0.22,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r26-1783670287364729,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r26-1783670287364729,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r26-1783670287364729,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r27-1783670287559006,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,27,1000,49,951,0,0,4.9,True,True,497.5,0.09,0.06,0.05,1.56,0.08,0.1,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r27-1783670287559006,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r27-1783670287559006,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r27-1783670287559006,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r28-1783670287763111,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,28,1000,49,951,0,0,4.9,True,True,532.83,0.09,0.02,0.05,0.2,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r28-1783670287763111,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r28-1783670287763111,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r28-1783670287763111,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r29-1783670287960618,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,29,1000,49,951,0,0,4.9,True,True,440.49,0.1,0.14,0.05,3.66,0.09,0.11,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r29-1783670287960618,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r29-1783670287960618,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r29-1783670287960618,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r30-1783670288177430,hash_chain,forged_prev_mem_valid_mac,malicious_client,True,1000,512,30,1000,49,951,0,0,4.9,True,True,527.73,0.09,0.02,0.05,0.28,0.08,0.09,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r30-1783670288177430,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r30-1783670288177430,baseline-hash_chain-forged_prev_mem_valid_mac-m1000-p512-r30-1783670288177430,"seq gap detected: expected 50, got 1000",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r1-1783670288375810,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,1,100,49,51,0,0,49.0,True,True,5404.89,0.08,0.02,0.05,0.19,0.08,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r1-1783670288375810,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r1-1783670288375810,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r1-1783670288375810,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r2-1783670288488700,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,2,100,49,51,0,0,49.0,True,True,6108.15,0.07,0.03,0.05,0.17,0.06,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r2-1783670288488700,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r2-1783670288488700,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r2-1783670288488700,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r3-1783670288602301,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,3,100,49,51,0,0,49.0,True,True,5809.78,0.07,0.02,0.05,0.16,0.07,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r3-1783670288602301,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r3-1783670288602301,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r3-1783670288602301,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r4-1783670288711513,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,4,100,49,51,0,0,49.0,True,True,3233.65,0.14,0.05,0.09,0.39,0.13,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r4-1783670288711513,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r4-1783670288711513,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r4-1783670288711513,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r5-1783670288832160,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,5,100,49,51,0,0,49.0,True,True,3611.14,0.12,0.03,0.08,0.28,0.11,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r5-1783670288832160,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r5-1783670288832160,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r5-1783670288832160,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r6-1783670288951251,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,6,100,49,51,0,0,49.0,True,True,3494.01,0.13,0.03,0.1,0.24,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r6-1783670288951251,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r6-1783670288951251,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r6-1783670288951251,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r7-1783670289067644,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,7,100,49,51,0,0,49.0,True,True,3449.03,0.13,0.03,0.09,0.23,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r7-1783670289067644,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r7-1783670289067644,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r7-1783670289067644,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r8-1783670289187186,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,8,100,49,51,0,0,49.0,True,True,3683.7,0.12,0.03,0.09,0.22,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r8-1783670289187186,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r8-1783670289187186,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r8-1783670289187186,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r9-1783670289306014,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,9,100,49,51,0,0,49.0,True,True,3357.58,0.13,0.06,0.1,0.6,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r9-1783670289306014,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r9-1783670289306014,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r9-1783670289306014,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r10-1783670289426073,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,10,100,49,51,0,0,49.0,True,True,3531.29,0.13,0.03,0.09,0.25,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r10-1783670289426073,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r10-1783670289426073,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r10-1783670289426073,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r11-1783670289545493,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,11,100,49,51,0,0,49.0,True,True,3351.83,0.14,0.04,0.1,0.33,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r11-1783670289545493,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r11-1783670289545493,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r11-1783670289545493,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r12-1783670289665642,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,12,100,49,51,0,0,49.0,True,True,3499.78,0.13,0.02,0.1,0.23,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r12-1783670289665642,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r12-1783670289665642,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r12-1783670289665642,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r13-1783670289784727,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,13,100,49,51,0,0,49.0,True,True,3577.7,0.13,0.02,0.09,0.22,0.12,0.01,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r13-1783670289784727,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r13-1783670289784727,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r13-1783670289784727,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r14-1783670289902744,hash_chain,sequence_gap_valid_mac,malicious_client,True,100,128,14,100,49,51,0,0,49.0,True,True,3148.49,0.14,0.09,0.09,0.87,0.12,0.02,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r14-1783670289902744,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r14-1783670289902744,baseline-hash_chain-sequence_gap_valid_mac-m100-p128-r14-1783670289902744,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
