mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,hash_chain,500,64,0.0018,281683.48,1.35,0.53,1.25,1.6271,3.7923,1.62,2.02,1.417,1.752,2.4609,2.97,2.13,2.667,3.6271,6.6989,10
local,hash_chain,500,64,0.0016,306122.51,1.29,0.43,1.25,1.375,1.7251,1.49,0.34,1.417,1.625,3.9207,2.78,0.62,2.667,3.0,5.5843,11
local,hash_chain,500,64,0.0017,297715.1,1.29,0.28,1.25,1.416,1.5834,1.56,1.07,1.458,1.5861,2.0121,2.85,1.12,2.75,2.959,3.6462,12
local,hash_chain,500,64,0.0016,309597.52,1.29,0.47,1.25,1.334,1.375,1.5,0.73,1.417,1.542,1.7084,2.79,0.87,2.708,2.834,3.0972,13
local,hash_chain,500,64,0.0016,304862.62,1.27,0.35,1.25,1.333,3.5012,1.49,1.21,1.417,1.541,1.6689,2.76,1.26,2.667,2.875,5.2113,14
local,hash_chain,500,64,0.0017,289645.18,1.38,0.66,1.2915,1.5861,3.5844,1.59,0.91,1.459,1.834,3.797,2.96,1.23,2.75,3.5021,6.1367,15
local,hash_chain,500,64,0.0016,315407.66,1.28,0.17,1.25,1.333,1.417,1.45,0.05,1.458,1.542,1.6674,2.73,0.18,2.708,2.834,3.0013,16
local,hash_chain,500,64,0.0016,314284.35,1.3,0.51,1.291,1.375,1.417,1.46,0.04,1.458,1.542,1.584,2.76,0.51,2.709,2.834,2.958,17
local,hash_chain,500,64,0.0016,318471.34,1.27,0.04,1.25,1.333,1.375,1.45,0.04,1.458,1.541,1.5844,2.72,0.06,2.708,2.833,2.8754,18
local,hash_chain,500,64,0.0017,293004.4,1.33,0.33,1.291,1.459,3.4593,1.57,1.4,1.458,1.75,2.1691,2.89,1.46,2.75,3.208,5.6668,19
local,hash_chain,500,64,0.0016,314597.38,1.28,0.11,1.25,1.334,1.375,1.46,0.05,1.458,1.542,1.667,2.74,0.12,2.709,2.875,3.0004,20
local,hash_chain,500,64,0.0016,318251.8,1.27,0.04,1.25,1.333,1.375,1.45,0.04,1.458,1.5,1.583,2.72,0.06,2.708,2.7941,2.8754,21
local,hash_chain,500,64,0.0016,314210.29,1.31,0.62,1.25,1.334,1.417,1.45,0.04,1.458,1.541,1.5844,2.76,0.62,2.709,2.833,2.8754,22
local,hash_chain,500,64,0.0016,316080.6,1.28,0.1,1.25,1.334,1.4174,1.45,0.04,1.458,1.5411,1.625,2.73,0.12,2.708,2.8331,2.958,23
local,hash_chain,500,64,0.0016,317258.88,1.27,0.09,1.25,1.375,1.375,1.44,0.04,1.417,1.541,1.583,2.71,0.1,2.708,2.833,2.916,24
local,hash_chain,500,64,0.0016,315556.96,1.28,0.04,1.291,1.375,1.417,1.47,0.34,1.458,1.542,1.625,2.74,0.34,2.708,2.875,2.9174,25
local,hash_chain,500,64,0.0016,314902.71,1.29,0.15,1.291,1.375,1.417,1.46,0.14,1.458,1.542,1.625,2.75,0.21,2.709,2.875,3.0,26
local,hash_chain,500,64,0.0016,316213.93,1.27,0.04,1.25,1.3361,1.417,1.46,0.05,1.458,1.542,1.625,2.73,0.08,2.709,2.875,2.959,27
local,hash_chain,500,64,0.0016,322225.57,1.25,0.39,1.208,1.292,3.5021,1.4,0.17,1.375,1.5,1.8754,2.66,0.43,2.583,2.792,5.0464,28
local,hash_chain,500,64,0.0017,298195.92,1.33,0.65,1.25,1.417,1.7147,1.55,1.1,1.458,1.625,3.1699,2.88,1.33,2.708,3.042,7.5125,29
local,hash_chain,500,64,0.0016,304591.66,1.3,0.74,1.25,1.3771,1.5428,1.49,0.51,1.417,1.625,1.9181,2.78,1.01,2.667,3.0,3.5918,30
local,hash_chain,1000,64,0.0033,306987.84,1.34,1.11,1.25,1.375,3.458,1.46,0.25,1.417,1.542,1.75,2.79,1.23,2.708,2.875,4.875,1
local,hash_chain,1000,64,0.0033,307380.95,1.3,0.75,1.209,1.417,3.542,1.49,0.91,1.416,1.5861,2.375,2.78,1.22,2.625,3.041,5.7107,2
local,hash_chain,1000,64,0.0036,276096.88,1.27,0.1,1.25,1.334,1.375,1.46,0.3,1.458,1.5411,1.625,2.73,0.32,2.708,2.833,2.9584,3
local,hash_chain,1000,64,0.0032,309115.0,1.29,0.76,1.209,1.375,1.9173,1.46,0.46,1.417,1.5861,1.9178,2.76,1.03,2.666,2.959,5.0017,4
local,hash_chain,1000,64,0.0032,317288.28,1.27,0.04,1.25,1.334,1.375,1.45,0.05,1.458,1.541,1.6254,2.71,0.07,2.708,2.833,2.958,5
local,hash_chain,1000,64,0.0033,300443.12,1.32,0.61,1.25,1.375,3.7111,1.51,1.75,1.417,1.542,1.833,2.83,1.86,2.667,2.958,5.583,6
local,hash_chain,1000,64,0.0032,316747.99,1.27,0.11,1.25,1.334,1.375,1.45,0.2,1.458,1.5021,1.625,2.72,0.28,2.708,2.833,2.917,7
local,hash_chain,1000,64,0.0032,316890.22,1.26,0.04,1.25,1.333,1.375,1.45,0.04,1.458,1.5,1.584,2.71,0.06,2.708,2.833,2.917,8
local,hash_chain,1000,64,0.0032,307743.63,1.3,0.76,1.25,1.334,1.458,1.49,0.76,1.417,1.542,1.75,2.78,1.36,2.708,2.875,3.0848,9
local,hash_chain,1000,64,0.0032,316355.58,1.28,0.08,1.25,1.334,1.417,1.45,0.04,1.458,1.541,1.584,2.73,0.09,2.708,2.834,2.917,10
local,hash_chain,1000,64,0.0033,301246.38,1.32,0.48,1.25,1.375,3.5004,1.52,1.22,1.458,1.583,1.7924,2.84,1.32,2.708,2.9191,5.9598,11
local,hash_chain,1000,64,0.0032,316894.43,1.27,0.08,1.25,1.333,1.375,1.45,0.13,1.458,1.541,1.625,2.72,0.15,2.708,2.833,2.917,12
local,hash_chain,1000,64,0.0032,309541.65,1.3,0.05,1.292,1.375,1.458,1.48,0.06,1.459,1.583,1.667,2.79,0.08,2.791,2.917,3.0424,13
local,hash_chain,1000,64,0.0035,284471.47,1.42,1.99,1.25,1.541,4.4588,1.49,0.43,1.417,1.5861,3.1728,2.91,2.22,2.667,3.5,6.3348,14
local,hash_chain,1000,64,0.0033,303966.8,1.3,0.43,1.25,1.458,1.6678,1.48,0.47,1.458,1.6691,2.0418,2.78,0.71,2.708,3.0831,3.7508,15
local,hash_chain,1000,64,0.003,329010.57,1.21,0.18,1.208,1.25,1.375,1.38,0.05,1.375,1.458,1.583,2.58,0.19,2.583,2.708,2.8754,16
local,hash_chain,1000,64,0.0032,315117.84,1.27,0.04,1.25,1.375,1.417,1.45,0.05,1.458,1.541,1.6674,2.72,0.07,2.708,2.833,2.9594,17
local,hash_chain,1000,64,0.0031,318226.38,1.26,0.04,1.25,1.333,1.375,1.45,0.44,1.417,1.5,1.583,2.71,0.44,2.6875,2.792,2.8754,18
local,hash_chain,1000,64,0.0034,293179.9,1.38,1.14,1.291,1.4611,3.7928,1.5,0.34,1.459,1.625,1.7504,2.88,1.4,2.75,3.0861,5.9164,19
local,hash_chain,1000,64,0.0032,308661.79,1.3,0.49,1.25,1.416,1.5414,1.48,0.19,1.458,1.584,1.875,2.79,0.66,2.709,3.0,3.5,20
local,hash_chain,1000,64,0.0034,293843.94,1.31,0.35,1.25,1.458,1.7504,1.55,1.38,1.458,1.625,2.0851,2.86,1.45,2.709,3.083,3.9684,21
local,hash_chain,1000,64,0.0033,301541.6,1.32,0.67,1.25,1.416,1.9189,1.51,0.84,1.417,1.584,2.0428,2.83,1.1,2.708,3.0021,5.1674,22
local,hash_chain,1000,64,0.0031,320115.24,1.25,0.04,1.25,1.333,1.3754,1.44,0.06,1.417,1.541,1.625,2.69,0.08,2.667,2.833,2.958,23
local,hash_chain,1000,64,0.0035,289180.99,1.4,1.49,1.25,1.6271,4.125,1.49,0.84,1.416,1.625,2.7102,2.89,2.08,2.666,3.7911,6.1732,24
local,hash_chain,1000,64,0.0033,300883.82,1.33,0.38,1.292,1.458,2.0428,1.52,0.66,1.459,1.625,1.9584,2.85,0.82,2.75,3.042,4.4274,25
local,hash_chain,1000,64,0.0033,300541.0,1.32,0.61,1.25,1.416,3.2529,1.5,0.97,1.458,1.583,1.8342,2.82,1.18,2.708,2.958,5.3347,26
local,hash_chain,1000,64,0.0033,302942.27,1.31,0.41,1.25,1.417,1.542,1.51,0.46,1.458,1.625,2.1678,2.82,0.71,2.709,3.0,4.0462,27
local,hash_chain,1000,64,0.0031,318230.64,1.26,0.04,1.25,1.333,1.375,1.45,0.21,1.417,1.5,1.625,2.71,0.21,2.708,2.792,2.958,28
local,hash_chain,1000,64,0.0033,306333.51,1.3,0.11,1.291,1.417,1.5424,1.49,0.62,1.458,1.625,1.875,2.79,0.63,2.75,3.0,3.3334,29
local,hash_chain,1000,64,0.0032,317233.72,1.27,0.04,1.25,1.334,1.416,1.45,0.05,1.458,1.541,1.625,2.72,0.07,2.708,2.834,2.958,30
local,hash_chain,500,128,0.0016,307148.89,1.33,0.05,1.333,1.417,1.5,1.5,0.06,1.5,1.5861,1.708,2.83,0.09,2.792,3.0,3.125,1
local,hash_chain,500,128,0.0017,299580.59,1.36,0.35,1.292,1.416,3.7924,1.51,0.16,1.5,1.584,1.791,2.86,0.39,2.792,2.9611,5.375,2
local,hash_chain,500,128,0.0017,296172.04,1.34,0.29,1.292,1.4191,2.015,1.55,0.93,1.5,1.667,1.8758,2.9,0.98,2.792,3.125,5.3758,3
local,hash_chain,500,128,0.0016,310406.5,1.31,0.19,1.292,1.375,1.458,1.48,0.05,1.459,1.5441,1.625,2.79,0.2,2.75,2.916,3.0004,4
local,hash_chain,500,128,0.0016,311955.64,1.31,0.04,1.292,1.375,1.417,1.48,0.05,1.459,1.583,1.625,2.79,0.06,2.791,2.875,3.0,5
local,hash_chain,500,128,0.0018,279837.69,1.38,0.57,1.25,1.583,4.167,1.57,1.69,1.417,1.6271,4.3377,2.95,1.79,2.667,5.0881,6.6703,6
local,hash_chain,500,128,0.0017,297206.14,1.32,0.14,1.292,1.458,1.708,1.57,0.84,1.5,1.6691,2.3426,2.89,0.86,2.792,3.125,4.6333,7
local,hash_chain,500,128,0.0018,284961.17,1.36,0.37,1.292,1.542,2.0171,1.6,0.94,1.5,1.875,2.4601,2.96,1.06,2.792,3.3791,6.9212,8
local,hash_chain,500,128,0.0016,305865.02,1.32,0.17,1.292,1.375,1.458,1.52,0.6,1.459,1.5831,1.791,2.84,0.63,2.792,2.917,3.1263,9
local,hash_chain,500,128,0.0017,289840.96,1.4,2.16,1.291,1.375,1.6412,1.5,0.32,1.458,1.625,3.7088,2.89,2.27,2.709,3.0,5.5414,10
local,hash_chain,500,128,0.0017,295508.28,1.32,0.23,1.292,1.458,1.583,1.54,0.62,1.5,1.667,2.1674,2.86,0.67,2.792,3.125,3.5424,11
local,hash_chain,500,128,0.0016,309110.98,1.32,0.09,1.292,1.375,1.417,1.49,0.05,1.5,1.583,1.75,2.81,0.11,2.792,2.917,3.083,12
local,hash_chain,500,128,0.0016,305607.78,1.35,0.42,1.333,1.416,1.4594,1.5,0.05,1.5,1.584,1.667,2.85,0.42,2.792,2.958,3.041,13
local,hash_chain,500,128,0.0018,281954.78,1.4,1.1,1.292,1.417,3.3355,1.63,1.79,1.5,1.625,3.3858,3.03,2.19,2.792,3.0,6.7542,14
local,hash_chain,500,128,0.0017,290725.9,1.34,0.18,1.292,1.4581,1.7937,1.59,0.97,1.5,1.7911,2.5004,2.94,1.03,2.792,3.2521,4.4199,15
local,hash_chain,500,128,0.0017,298841.99,1.37,0.16,1.334,1.459,1.583,1.53,0.07,1.541,1.666,1.709,2.9,0.18,2.875,3.083,3.1674,16
local,hash_chain,500,128,0.0016,307723.74,1.32,0.14,1.292,1.375,1.459,1.49,0.05,1.5,1.583,1.666,2.82,0.15,2.792,2.917,3.0004,17
local,hash_chain,500,128,0.0016,306866.13,1.32,0.04,1.292,1.417,1.458,1.5,0.05,1.5,1.584,1.667,2.82,0.07,2.792,2.958,3.0004,18
local,hash_chain,500,128,0.0017,290754.14,1.39,0.4,1.333,1.5,3.667,1.56,0.31,1.5,1.75,2.0445,2.95,0.57,2.834,3.2911,5.4619,19
local,hash_chain,500,128,0.0016,310534.89,1.31,0.13,1.292,1.375,1.4594,1.48,0.06,1.459,1.583,1.708,2.79,0.16,2.75,2.917,3.0008,20
local,hash_chain,500,128,0.0017,288572.47,1.43,1.11,1.3335,1.459,1.5843,1.54,0.15,1.5,1.667,1.875,2.97,1.23,2.875,3.125,3.416,21
local,hash_chain,500,128,0.0016,304731.07,1.32,0.11,1.292,1.375,1.417,1.52,0.2,1.5,1.625,1.708,2.84,0.23,2.833,2.958,3.0424,22
local,hash_chain,500,128,0.0017,296354.78,1.38,1.25,1.25,1.5021,3.4588,1.5,0.28,1.417,1.7521,2.3411,2.89,1.36,2.708,3.3771,5.3334,23
local,hash_chain,500,128,0.0016,309893.41,1.3,0.04,1.292,1.375,1.417,1.48,0.06,1.459,1.583,1.708,2.78,0.07,2.75,2.916,3.0844,24
local,hash_chain,500,128,0.0017,298775.02,1.35,0.1,1.333,1.5411,1.7094,1.54,0.13,1.541,1.7111,1.917,2.9,0.19,2.834,3.2111,3.6664,25
local,hash_chain,500,128,0.0016,306013.28,1.32,0.11,1.292,1.416,1.458,1.5,0.05,1.5,1.5861,1.708,2.82,0.13,2.792,2.958,3.0424,26
local,hash_chain,500,128,0.0018,282791.99,1.37,0.52,1.292,1.458,3.8452,1.58,1.25,1.459,1.6271,3.1279,2.95,1.37,2.791,3.125,6.6267,27
local,hash_chain,500,128,0.0017,295188.49,1.31,0.14,1.292,1.459,1.709,1.61,1.38,1.459,1.752,4.7088,2.92,1.39,2.75,3.294,5.9593,28
local,hash_chain,500,128,0.0017,290367.13,1.38,0.58,1.333,1.458,1.7508,1.59,1.0,1.5,1.709,2.1703,2.97,1.2,2.834,3.1271,4.0441,29
local,hash_chain,500,128,0.0016,304839.39,1.34,0.14,1.333,1.417,1.5004,1.51,0.05,1.5,1.584,1.75,2.84,0.16,2.833,2.9611,3.1254,30
local,hash_chain,1000,128,0.0034,295282.8,1.32,0.35,1.291,1.417,3.6678,1.52,1.21,1.458,1.625,1.875,2.84,1.26,2.75,3.042,5.917,1
local,hash_chain,1000,128,0.0032,309449.79,1.28,0.17,1.25,1.375,1.5,1.48,0.38,1.417,1.625,1.8348,2.76,0.43,2.708,2.959,3.3344,2
local,hash_chain,1000,128,0.0033,298600.34,1.33,0.35,1.292,1.5,1.75,1.53,0.5,1.5,1.75,2.0414,2.86,0.65,2.792,3.25,3.7094,3
local,hash_chain,1000,128,0.0033,304228.78,1.33,0.48,1.292,1.375,1.458,1.52,0.71,1.459,1.583,1.8334,2.85,0.86,2.791,2.917,3.2504,4
local,hash_chain,1000,128,0.0032,309697.43,1.31,0.53,1.292,1.375,1.417,1.49,0.24,1.459,1.5441,1.625,2.8,0.58,2.75,2.875,2.958,5
local,hash_chain,1000,128,0.0036,279502.07,1.44,1.37,1.292,1.5,4.7941,1.57,0.61,1.5,1.667,4.0029,3.01,1.63,2.792,3.4191,7.0838,6
local,hash_chain,1000,128,0.0033,298890.4,1.36,0.52,1.333,1.459,1.8047,1.52,0.17,1.5,1.667,1.875,2.89,0.56,2.792,3.1271,5.0834,7
local,hash_chain,1000,128,0.0035,287724.91,1.43,1.87,1.292,1.416,3.75,1.53,0.74,1.459,1.584,2.0004,2.97,2.39,2.792,3.0,5.4609,8
local,hash_chain,1000,128,0.0035,289163.59,1.37,0.28,1.333,1.5,1.8754,1.61,1.11,1.5,1.709,2.0852,2.98,1.15,2.834,3.208,5.25,9
local,hash_chain,1000,128,0.0032,309146.92,1.31,0.04,1.292,1.375,1.458,1.48,0.05,1.459,1.5441,1.625,2.79,0.06,2.792,2.916,3.0,10
local,hash_chain,1000,128,0.0034,294496.6,1.35,1.07,1.292,1.458,2.0947,1.55,0.88,1.459,1.667,2.5054,2.9,1.45,2.75,3.125,5.0008,11
local,hash_chain,1000,128,0.0032,308344.58,1.31,0.04,1.292,1.375,1.417,1.48,0.05,1.459,1.542,1.666,2.79,0.06,2.791,2.8771,3.0,12
local,hash_chain,1000,128,0.0035,282692.22,1.36,0.54,1.292,1.458,3.8334,1.63,1.61,1.5,1.75,4.2504,2.99,1.71,2.792,3.333,7.0414,13
local,hash_chain,1000,128,0.0033,306048.31,1.32,0.37,1.292,1.375,1.4174,1.5,0.36,1.5,1.583,1.666,2.82,0.52,2.792,2.917,3.083,14
local,hash_chain,1000,128,0.0033,307554.24,1.31,0.1,1.292,1.375,1.458,1.51,0.73,1.459,1.583,1.666,2.82,0.74,2.791,2.916,3.042,15
local,hash_chain,1000,128,0.0033,305192.08,1.32,0.21,1.292,1.375,1.458,1.52,0.58,1.459,1.583,1.7084,2.84,0.61,2.792,2.917,3.0424,16
local,hash_chain,1000,128,0.0032,309693.4,1.3,0.04,1.292,1.375,1.458,1.5,0.43,1.459,1.583,1.666,2.8,0.43,2.791,2.916,2.9594,17
local,hash_chain,1000,128,0.0035,284215.33,1.39,0.67,1.292,1.459,4.667,1.57,1.37,1.5,1.667,2.2118,2.96,1.58,2.792,3.167,6.5834,18
local,hash_chain,1000,128,0.0034,297331.45,1.36,0.62,1.292,1.458,3.209,1.53,0.58,1.459,1.666,2.0008,2.88,0.95,2.791,3.084,5.0004,19
local,hash_chain,1000,128,0.0033,303030.3,1.3,0.21,1.292,1.375,1.4598,1.52,1.2,1.459,1.583,1.75,2.83,1.22,2.75,2.917,3.4203,20
local,hash_chain,1000,128,0.0033,300018.75,1.32,0.21,1.292,1.416,1.666,1.54,0.66,1.5,1.6271,1.9177,2.86,0.7,2.791,3.042,5.208,21
local,hash_chain,1000,128,0.0032,307763.33,1.31,0.04,1.292,1.416,1.458,1.5,0.05,1.5,1.584,1.667,2.82,0.07,2.792,2.958,3.041,22
local,hash_chain,1000,128,0.0036,276708.07,1.39,0.92,1.292,1.5,3.6682,1.58,0.8,1.459,1.792,4.8754,2.97,1.35,2.75,3.5851,6.6292,23
local,hash_chain,1000,128,0.0032,309841.37,1.3,0.04,1.292,1.375,1.417,1.5,0.04,1.5,1.583,1.625,2.8,0.06,2.792,2.916,3.0,24
local,hash_chain,1000,128,0.0035,288707.94,1.37,0.72,1.292,1.417,3.6254,1.57,1.25,1.459,1.625,2.3377,2.94,1.45,2.791,3.084,5.7957,25
local,hash_chain,1000,128,0.0033,305600.12,1.33,0.5,1.292,1.375,1.458,1.5,0.38,1.5,1.583,1.625,2.84,0.63,2.792,2.917,3.0,26
local,hash_chain,1000,128,0.0032,311935.4,1.3,0.03,1.292,1.375,1.416,1.48,0.04,1.459,1.542,1.625,2.78,0.05,2.75,2.875,2.958,27
local,hash_chain,1000,128,0.0034,294858.44,1.36,0.65,1.292,1.417,1.5008,1.53,0.6,1.5,1.625,1.9164,2.89,1.0,2.792,3.0,4.7945,28
local,hash_chain,1000,128,0.0032,308689.61,1.31,0.04,1.292,1.375,1.417,1.49,0.05,1.459,1.584,1.666,2.8,0.07,2.792,2.917,3.0,29
local,hash_chain,1000,128,0.0034,290345.97,1.36,0.64,1.291,1.459,3.667,1.5,0.39,1.458,1.625,2.5033,2.86,0.91,2.75,3.167,5.833,30
local,hash_chain,500,256,0.0018,277245.16,1.48,0.94,1.416,1.542,3.6678,1.65,0.77,1.583,1.752,2.9333,3.13,1.31,3.0,3.375,5.9183,1
local,hash_chain,500,256,0.0018,273192.84,1.49,0.7,1.417,1.584,2.0004,1.69,0.62,1.584,1.8361,4.172,3.18,1.11,3.0205,3.458,6.0844,2
local,hash_chain,500,256,0.0017,288648.94,1.43,0.13,1.417,1.5,1.5424,1.61,0.05,1.584,1.708,1.791,3.04,0.14,3.0,3.166,3.2508,3
local,hash_chain,500,256,0.0017,293312.59,1.4,0.39,1.334,1.417,3.833,1.56,0.28,1.541,1.625,1.964,2.97,0.48,2.875,3.127,5.8344,4
local,hash_chain,500,256,0.0018,275944.59,1.5,0.94,1.417,1.625,1.875,1.63,0.24,1.584,1.834,2.2508,3.14,1.16,3.0,3.4161,3.9584,5
local,hash_chain,500,256,0.0017,288205.2,1.42,0.04,1.417,1.5,1.542,1.61,0.06,1.584,1.708,1.875,3.03,0.07,3.0,3.167,3.2504,6
local,hash_chain,500,256,0.0017,288364.44,1.42,0.04,1.417,1.5,1.542,1.62,0.32,1.584,1.667,1.75,3.04,0.32,3.0,3.125,3.25,7
local,hash_chain,500,256,0.002,244693.22,1.54,0.57,1.416,1.917,4.6258,1.82,1.75,1.583,2.084,6.3563,3.35,1.83,3.0,5.4611,7.6907,8
local,hash_chain,500,256,0.0018,276918.87,1.46,0.37,1.417,1.542,1.7914,1.64,0.29,1.625,1.791,2.0,3.1,0.64,3.042,3.291,3.7914,9
local,hash_chain,500,256,0.0018,278991.86,1.45,0.31,1.417,1.541,1.583,1.68,0.79,1.625,1.708,1.875,3.14,0.95,3.042,3.167,3.3141,10
local,hash_chain,500,256,0.0017,288892.1,1.43,0.04,1.417,1.5,1.5424,1.61,0.04,1.584,1.708,1.75,3.03,0.06,3.041,3.125,3.2094,11
local,hash_chain,500,256,0.002,254852.78,1.55,1.16,1.417,1.5831,3.7896,1.72,1.3,1.584,1.875,3.2136,3.27,1.82,3.041,3.502,10.4195,12
local,hash_chain,500,256,0.0017,288836.36,1.42,0.11,1.417,1.5,1.542,1.6,0.05,1.584,1.708,1.7504,3.03,0.12,3.0,3.125,3.292,13
local,hash_chain,500,256,0.0017,287452.8,1.43,0.11,1.417,1.5,1.542,1.6,0.04,1.584,1.667,1.75,3.03,0.12,3.0,3.125,3.209,14
local,hash_chain,500,256,0.0017,288419.99,1.42,0.03,1.417,1.459,1.541,1.61,0.35,1.583,1.667,1.75,3.03,0.35,3.0,3.125,3.25,15
local,hash_chain,500,256,0.0019,266045.89,1.58,2.34,1.417,1.542,1.75,1.65,0.28,1.625,1.7941,2.1283,3.23,2.59,3.042,3.2941,3.8754,16
local,hash_chain,500,256,0.0017,285911.81,1.47,0.36,1.417,1.5,3.875,1.6,0.05,1.583,1.667,1.833,3.06,0.36,3.0,3.1661,5.4584,17
local,hash_chain,500,256,0.0017,290979.69,1.42,0.12,1.417,1.459,1.542,1.6,0.04,1.584,1.667,1.75,3.01,0.13,3.0,3.125,3.208,18
local,hash_chain,500,256,0.0017,289841.13,1.41,0.04,1.417,1.5,1.541,1.61,0.05,1.584,1.708,1.75,3.03,0.06,3.0,3.125,3.208,19
local,hash_chain,500,256,0.0018,273810.12,1.47,0.77,1.416,1.5,4.2512,1.61,0.25,1.583,1.708,1.7928,3.08,0.88,3.0,3.167,5.8825,20
local,hash_chain,500,256,0.0017,292618.75,1.38,0.25,1.334,1.459,1.6254,1.58,0.37,1.541,1.667,2.5595,2.96,0.45,2.875,3.167,6.0004,21
local,hash_chain,500,256,0.0018,277033.94,1.51,1.12,1.417,1.583,2.0,1.64,0.21,1.625,1.791,2.2504,3.15,1.27,3.042,3.334,3.8779,22
local,hash_chain,500,256,0.0017,287811.2,1.42,0.05,1.417,1.5,1.583,1.62,0.06,1.625,1.75,1.875,3.04,0.08,3.041,3.209,3.375,23
local,hash_chain,500,256,0.0019,266323.36,1.55,2.33,1.417,1.542,1.6674,1.66,0.56,1.625,1.792,2.0834,3.22,2.86,3.042,3.292,4.0029,24
local,hash_chain,500,256,0.0017,286731.45,1.43,0.36,1.375,1.5851,3.6677,1.61,0.32,1.542,1.8351,2.2721,3.04,0.48,2.917,3.5462,5.8754,25
local,hash_chain,500,256,0.0018,274876.3,1.5,0.96,1.417,1.542,1.9164,1.66,0.55,1.584,1.7911,2.5499,3.16,1.29,3.0,3.2941,4.0902,26
local,hash_chain,500,256,0.0017,289135.67,1.42,0.1,1.417,1.5,1.542,1.6,0.06,1.584,1.708,1.833,3.03,0.11,3.0,3.167,3.25,27
local,hash_chain,500,256,0.0018,279277.65,1.46,1.15,1.416,1.459,1.541,1.62,0.73,1.583,1.667,1.8334,3.08,1.86,3.0,3.125,3.4618,28
local,hash_chain,500,256,0.0019,265857.33,1.58,2.03,1.375,1.7911,4.6718,1.7,1.54,1.542,1.9581,2.9597,3.28,2.66,2.917,3.8331,6.8451,29
local,hash_chain,500,256,0.0017,288975.58,1.42,0.15,1.417,1.5,1.541,1.61,0.05,1.584,1.708,1.833,3.03,0.16,3.0,3.166,3.292,30
local,hash_chain,1000,256,0.0034,292433.32,1.39,0.04,1.375,1.459,1.541,1.58,0.05,1.583,1.667,1.75,2.98,0.07,2.959,3.083,3.208,1
local,hash_chain,1000,256,0.0036,277225.87,1.46,0.77,1.417,1.542,1.875,1.67,0.69,1.584,1.791,2.2914,3.13,1.09,3.0,3.333,4.0838,2
local,hash_chain,1000,256,0.0034,290079.23,1.42,0.04,1.417,1.5,1.542,1.6,0.05,1.583,1.667,1.7504,3.02,0.06,3.0,3.125,3.25,3
local,hash_chain,1000,256,0.0035,284366.95,1.44,0.32,1.417,1.5,1.7914,1.63,0.47,1.584,1.709,2.042,3.06,0.58,3.0,3.208,3.833,4
local,hash_chain,1000,256,0.0035,287259.99,1.43,0.46,1.417,1.5,1.583,1.61,0.29,1.584,1.667,1.7924,3.04,0.54,3.0,3.166,3.291,5
local,hash_chain,1000,256,0.0036,280616.45,1.44,0.28,1.416,1.541,1.9212,1.64,1.22,1.583,1.709,2.0,3.08,1.26,3.0,3.208,5.2923,6
local,hash_chain,1000,256,0.0036,278461.09,1.46,0.66,1.375,1.541,3.9609,1.6,0.34,1.583,1.75,2.2102,3.06,0.8,2.9585,3.25,6.25,7
local,hash_chain,1000,256,0.0035,283406.55,1.46,0.62,1.417,1.541,1.5844,1.62,0.37,1.584,1.6691,1.833,3.08,0.73,3.0,3.167,3.4174,8
local,hash_chain,1000,256,0.0036,280668.9,1.44,0.91,1.375,1.541,2.0025,1.64,0.92,1.542,1.709,2.5516,3.09,1.37,2.916,3.291,6.338,9
local,hash_chain,1000,256,0.0035,288267.51,1.43,0.04,1.417,1.5,1.542,1.6,0.05,1.584,1.667,1.791,3.03,0.07,3.0,3.166,3.291,10
local,hash_chain,1000,256,0.004,251804.56,1.53,0.82,1.417,1.6691,4.0449,1.78,1.7,1.584,2.0,5.8348,3.31,1.93,3.041,3.917,9.9752,11
local,hash_chain,1000,256,0.0035,287942.47,1.44,0.5,1.417,1.5,1.542,1.6,0.04,1.584,1.667,1.75,3.04,0.51,3.0,3.125,3.208,12
local,hash_chain,1000,256,0.0036,275703.57,1.46,0.55,1.417,1.541,1.75,1.66,0.98,1.584,1.7111,2.042,3.12,1.17,3.0,3.209,3.9584,13
local,hash_chain,1000,256,0.0035,285486.55,1.43,0.05,1.417,1.541,1.583,1.63,0.24,1.625,1.75,1.792,3.06,0.25,3.042,3.209,3.291,14
local,hash_chain,1000,256,0.0035,287525.04,1.43,0.05,1.417,1.5,1.583,1.61,0.25,1.583,1.708,1.792,3.03,0.25,3.0,3.167,3.2924,15
local,hash_chain,1000,256,0.0157,63525.34,1.46,0.64,1.417,1.542,1.667,1.62,0.19,1.584,1.75,1.8754,3.09,0.81,3.0,3.25,3.5004,16
local,hash_chain,1000,256,0.0038,263620.41,1.56,2.12,1.417,1.583,3.4178,1.68,0.75,1.584,1.833,3.0004,3.24,2.35,3.0,3.458,7.5882,17
local,hash_chain,1000,256,0.0036,274063.38,1.47,0.43,1.417,1.583,1.8348,1.7,1.02,1.625,1.833,2.4588,3.17,1.16,3.042,3.375,5.4632,18
