mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,ticket_only,1000,1024,0.0029,340700.99,0.34,1.0,0.292,0.334,0.417,2.05,1.61,1.917,2.0441,2.5445,2.39,2.21,2.208,2.375,3.1325,15
local,ticket_only,1000,1024,0.0027,368499.35,0.3,0.03,0.292,0.333,0.375,1.94,0.23,1.917,2.0,2.042,2.23,0.24,2.209,2.292,2.375,16
local,ticket_only,1000,1024,0.0027,370753.62,0.29,0.02,0.292,0.333,0.375,1.95,0.72,1.917,2.0,2.042,2.24,0.72,2.208,2.292,2.375,17
local,ticket_only,1000,1024,0.0029,340904.25,0.31,0.09,0.292,0.375,0.417,2.03,1.56,1.917,2.125,2.417,2.33,1.57,2.209,2.417,2.7924,18
local,ticket_only,1000,1024,0.0026,378507.15,0.29,0.03,0.292,0.333,0.375,1.84,0.04,1.833,1.917,2.0,2.13,0.05,2.125,2.209,2.292,19
local,ticket_only,1000,1024,0.0029,348118.75,0.3,0.08,0.292,0.334,0.417,2.03,1.38,1.958,2.084,2.25,2.33,1.41,2.25,2.417,2.583,20
local,ticket_only,1000,1024,0.0028,359254.51,0.3,0.06,0.292,0.334,0.416,1.98,1.52,1.917,2.0,2.0844,2.28,1.52,2.208,2.333,2.4174,21
local,ticket_only,1000,1024,0.0027,365146.74,0.31,0.23,0.292,0.334,0.416,1.92,0.72,1.875,2.0,2.2513,2.23,0.81,2.167,2.292,2.5441,22
local,ticket_only,1000,1024,0.0027,368618.34,0.29,0.02,0.291,0.333,0.375,1.94,0.04,1.917,2.041,2.083,2.23,0.05,2.208,2.333,2.375,23
local,ticket_only,1000,1024,0.0028,354845.86,0.29,0.07,0.292,0.333,0.375,1.94,0.78,1.917,2.0,2.0844,2.23,0.81,2.208,2.292,2.458,24
local,ticket_only,1000,1024,0.0027,370141.84,0.29,0.02,0.292,0.333,0.375,1.95,0.33,1.917,2.041,2.083,2.24,0.33,2.209,2.333,2.375,25
local,ticket_only,1000,1024,0.0027,373767.78,0.29,0.02,0.291,0.333,0.375,1.93,0.04,1.917,2.0,2.042,2.22,0.04,2.208,2.292,2.3344,26
local,ticket_only,1000,1024,0.0029,344847.45,0.3,0.09,0.292,0.333,0.416,2.05,1.31,1.958,2.083,2.3754,2.35,1.34,2.25,2.375,2.9191,27
local,ticket_only,1000,1024,0.0027,372254.67,0.28,0.02,0.291,0.333,0.375,1.94,0.04,1.958,2.0,2.083,2.23,0.05,2.209,2.292,2.375,28
local,ticket_only,1000,1024,0.0027,373395.57,0.28,0.02,0.291,0.333,0.375,1.94,0.05,1.917,2.041,2.083,2.22,0.05,2.208,2.333,2.375,29
local,ticket_only,1000,1024,0.0031,321500.3,0.33,0.48,0.292,0.375,0.458,2.04,1.47,1.917,2.125,3.3409,2.37,1.66,2.209,2.459,3.921,30
